ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
0;0.000000;0.000000;510.000000;0.000000;0;0.000000;
3;0.000000;0.000000;510.000000;0.000000;0;0.000000;
7;0.000000;0.000000;510.000000;0.000000;0;0.000000;
10;0.000000;0.000000;510.000000;0.000000;0;0.000000;
14;0.000000;0.000000;510.000000;0.000000;0;0.000000;
17;0.000000;0.000000;510.000000;0.000000;0;0.000000;
21;0.000000;0.000000;510.000000;0.000000;0;0.000000;
24;0.000000;0.000000;510.000000;0.000000;0;0.000000;
28;0.000000;0.000000;510.000000;0.000000;0;0.000000;
31;0.000000;0.000000;510.000000;0.000000;0;0.000000;
34;0.000000;0.000000;510.000000;0.000000;0;0.000000;
38;0.000000;0.000000;510.000000;0.000000;0;0.000000;
41;0.000000;0.000000;510.000000;0.000000;0;0.000000;
45;0.000000;0.000000;510.000000;0.000000;0;0.000000;
49;0.000000;0.000000;510.000000;0.000000;0;0.000000;
52;0.000000;0.000000;510.000000;0.000000;0;0.000000;
56;0.000000;0.000000;510.000000;0.000000;0;0.000000;
59;0.000000;0.000000;510.000000;0.000000;0;0.000000;
62;0.000000;0.000000;510.000000;0.000000;0;0.000000;
65;0.000000;0.000000;510.000000;0.000000;0;0.000000;
69;0.000000;0.000000;510.000000;0.000000;0;0.000000;
72;0.000000;0.000000;510.000000;1.470000;1;0.833000;gr_sensing_TC_con01,
76;0.000000;0.060000;509.940000;1.470000;1;0.833000;gr_sensing_TC_con01,
79;0.000000;0.060000;509.880000;1.470000;1;0.833000;gr_sensing_TC_con01,
83;0.000000;0.060000;509.820000;1.470000;1;0.833000;gr_sensing_TC_con01,
86;0.000000;0.060000;509.760000;1.470000;1;0.833000;gr_sensing_TC_con01,
90;0.000000;0.060000;509.700000;1.470000;1;0.833000;gr_sensing_TC_con01,
93;0.000000;0.060000;509.640000;1.470000;1;0.833000;gr_sensing_TC_con01,
97;0.000000;0.060000;509.580000;1.470000;1;0.833000;gr_sensing_TC_con01,
101;0.000000;0.060000;509.520000;1.470000;1;0.833000;gr_sensing_TC_con01,
