Ticks;Time;Duration;State;Cycles;Updates;Expected;Reward
0;0:0;0;0;0;0;60;1.000000
0;0:0;0;0;0;0;60;0.000000
276;4:40;211;0;61;62;60;1.000000
532;9:1;209;0;61;61;60;1.000000
752;12:44;210;0;61;61;60;1.000000
979;16:35;211;0;61;61;60;1.000000
1193;20:13;211;0;61;61;60;1.000000
1478;1:3;210;0;61;61;60;1.000000
1693;4:41;211;0;61;61;60;1.000000
1941;8:53;211;0;61;61;60;1.000000
2158;12:34;211;0;61;61;60;1.000000
2376;16:16;211;0;61;61;60;1.000000
2598;20:2;211;0;61;61;60;1.000000
2826;23:53;211;0;61;61;60;1.000000
3056;3:47;210;0;61;61;60;1.000000
3280;7:35;211;0;61;61;60;1.000000
3494;11:13;210;0;61;61;60;1.000000
3709;14:51;211;0;61;61;60;1.000000
3926;18:32;210;0;61;61;60;1.000000
4139;22:9;210;0;61;61;60;1.000000
4367;2:1;210;0;61;61;60;1.000000
4586;5:43;212;0;61;61;60;1.000000
4807;9:28;211;0;61;61;60;1.000000
5021;13:6;210;0;61;61;60;1.000000
5237;16:45;212;0;61;61;60;1.000000
5451;20:23;211;0;61;61;60;1.000000
5669;0:5;211;0;61;61;60;1.000000
5893;3:52;210;0;61;61;60;1.000000
6121;7:44;211;0;61;61;60;1.000000
6349;11:36;211;0;61;61;60;1.000000
6569;15:20;210;0;61;61;60;1.000000
6800;19:15;210;0;61;61;60;1.000000
7021;23:0;210;0;61;61;60;1.000000
7263;3:6;211;0;61;61;60;1.000000
7492;6:58;212;0;61;62;60;1.000000
7765;11:36;213;0;61;62;60;1.000000
7979;15:14;211;0;61;62;60;1.000000
8255;19:54;217;0;61;62;60;1.000000
8475;23:38;216;0;61;62;60;1.000000
8700;3:27;218;0;61;62;60;1.000000
8961;7:52;213;0;61;62;60;1.000000
9189;11:44;219;0;61;62;60;1.000000
9411;15:30;218;0;61;62;60;1.000000
9632;19:15;218;0;61;62;60;1.000000
9861;23:8;218;0;61;62;60;1.000000
10161;4:13;212;0;61;62;60;1.000000
10389;8:5;220;0;61;62;60;1.000000
10616;11:55;220;0;61;62;60;1.000000
10840;15:43;220;0;61;62;60;1.000000
11066;19:33;212;0;61;62;60;1.000000
11294;23:25;215;0;61;62;60;1.000000
11523;3:18;214;0;61;61;60;1.000000
11759;7:18;207;0;61;61;60;1.000000
11996;11:19;210;0;61;61;60;1.000000
12213;14:59;213;0;61;61;60;1.000000
12436;18:46;217;0;61;61;60;1.000000
12658;22:32;219;0;61;61;60;1.000000
12890;2:28;218;0;61;61;60;1.000000
13110;6:12;212;0;61;61;60;1.000000
13385;10:51;217;0;61;61;60;1.000000
13607;14:37;218;0;61;62;60;1.000000
13827;18:21;217;0;61;62;60;1.000000
14055;22:13;217;0;61;62;60;1.000000
14335;2:57;216;0;61;62;60;1.000000
14619;7:46;221;0;61;62;60;1.000000
14848;11:39;219;0;61;62;60;1.000000
15089;15:44;220;0;61;62;60;1.000000
15310;19:29;211;0;61;62;60;1.000000
15532;23:15;218;0;61;62;60;1.000000
15758;3:5;218;0;61;62;60;1.000000
15988;6:58;220;0;61;62;60;1.000000
16227;11:2;214;0;61;62;60;1.000000
16445;14:43;215;0;61;62;60;1.000000
16666;18:28;217;0;61;62;60;1.000000
16887;22:13;218;0;61;62;60;1.000000
17168;2:58;218;0;61;62;60;1.000000
17438;7:33;212;0;61;62;60;1.000000
17673;11:32;217;0;61;62;60;1.000000
17895;15:18;218;0;61;62;60;1.000000
18123;19:10;218;0;61;62;60;1.000000
18351;23:2;213;0;61;62;60;1.000000
18585;2:59;210;0;61;62;60;1.000000
18799;6:37;211;0;61;61;60;1.000000
19013;10:15;211;0;61;61;60;1.000000
19236;14:2;213;0;61;61;60;1.000000
19453;17:42;213;0;61;62;60;1.000000
19681;21:34;217;0;61;62;60;1.000000
19930;1:47;218;0;61;62;60;1.000000
