ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
0;0.000000;0.000000;510.000000;0.000000;0;0.000000;
4;0.000000;0.000000;510.000000;0.000000;0;0.000000;
7;0.000000;0.000000;510.000000;0.000000;0;0.000000;
11;0.000000;0.000000;510.000000;0.000000;0;0.000000;
14;0.000000;0.000000;510.000000;1.500000;1;0.850000;gr_sensing_TC_con01,
17;0.000000;0.060000;509.940000;1.500000;1;0.850000;gr_sensing_TC_con01,
21;0.000000;0.060000;509.880000;1.500000;1;0.850000;gr_sensing_TC_con01,
24;0.000000;0.060000;509.820000;1.500000;1;0.850000;gr_sensing_TC_con01,
28;0.000000;0.060000;509.760000;1.500000;1;0.850000;gr_sensing_TC_con01,
31;0.000000;0.060000;509.700000;1.500000;1;0.850000;gr_sensing_TC_con01,
35;0.000000;0.060000;509.640000;1.500000;1;0.850000;gr_sensing_TC_con01,
38;0.000000;0.060000;509.580000;1.500000;1;0.850000;gr_sensing_TC_con01,
42;0.000000;0.060000;509.520000;1.500000;1;0.850000;gr_sensing_TC_con01,
45;0.000000;0.060000;509.460000;1.500000;1;0.850000;gr_sensing_TC_con01,
49;0.000000;0.060000;509.400000;1.500000;1;0.850000;gr_sensing_TC_con01,
52;0.000000;0.060000;509.340000;1.500000;1;0.850000;gr_sensing_TC_con01,
56;0.000000;0.060000;509.280000;1.500000;1;0.850000;gr_sensing_TC_con01,
59;0.000000;0.060000;509.220000;1.500000;1;0.850000;gr_sensing_TC_con01,
62;0.000000;0.060000;509.160000;1.500000;1;0.850000;gr_sensing_TC_con01,
65;0.000000;0.060000;509.100000;1.500000;1;0.850000;gr_sensing_TC_con01,
69;0.000000;0.060000;509.040000;1.500000;1;0.850000;gr_sensing_TC_con01,
72;0.000000;0.060000;508.980000;1.500000;1;0.850000;gr_sensing_TC_con01,
76;0.000000;0.060000;508.920000;1.500000;1;0.850000;gr_sensing_TC_con01,
79;0.000000;0.060000;508.860000;1.500000;1;0.850000;gr_sensing_TC_con01,
83;0.000000;0.060000;508.800000;1.500000;1;0.850000;gr_sensing_TC_con01,
86;0.000000;0.060000;508.740000;1.500000;1;0.850000;gr_sensing_TC_con01,
90;0.000000;0.060000;508.680000;1.500000;1;0.850000;gr_sensing_TC_con01,
93;0.000000;0.000000;508.680000;0.000000;0;0.000000;
97;0.000000;0.000000;508.680000;0.000000;0;0.000000;
100;0.000000;0.000000;508.680000;0.000000;0;0.000000;
104;0.000000;0.000000;508.680000;0.000000;0;0.000000;
107;0.000000;0.000000;508.680000;0.000000;0;0.000000;
110;0.000000;0.000000;508.680000;1.500000;1;0.827189;gr_sensing_TC_con01,
114;0.000000;0.060000;508.620000;1.500000;1;0.827189;gr_sensing_TC_con01,
117;0.000000;0.060000;508.560000;1.500000;1;0.827189;gr_sensing_TC_con01,
120;0.000000;0.060000;508.500000;1.500000;1;0.827189;gr_sensing_TC_con01,
123;0.000000;0.060000;508.440000;1.500000;1;0.827189;gr_sensing_TC_con01,
127;0.000000;0.060000;508.380000;1.500000;1;0.827189;gr_sensing_TC_con01,
