ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
0;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
4;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
7;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
11;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
14;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
18;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
21;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
24;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
28;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
31;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
35;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
38;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
42;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
45;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
49;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
52;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
56;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
59;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
62;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
65;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
69;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
72;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
76;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
80;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
83;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
86;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
90;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
93;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
97;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
100;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
104;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
107;0.000000;0.000000;2500.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
111;0.000000;0.500000;2499.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
114;0.000000;0.500000;2499.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
117;0.000000;0.500000;2498.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
120;0.000000;0.500000;2498.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
123;0.000000;0.500000;2497.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
127;0.000000;0.500000;2497.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
130;0.000000;0.500000;2496.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
134;0.000000;0.500000;2496.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
137;0.000000;0.500000;2495.500000;0.000000;0;0.000000;
141;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
144;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
148;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
151;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
154;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
158;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
161;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
165;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
168;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
171;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
175;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
177;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
181;0.000000;0.000000;2495.500000;0.000000;0;0.000000;
184;0.000000;0.000000;2495.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
188;0.000000;0.500000;2495.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
191;0.000000;0.500000;2494.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
194;0.000000;0.500000;2494.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
198;0.000000;0.500000;2493.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
201;0.000000;0.500000;2493.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
205;0.000000;0.500000;2492.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
208;0.000000;0.500000;2492.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
212;0.000000;0.500000;2491.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
215;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
219;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
222;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
226;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
229;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
232;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
236;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
238;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
242;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
245;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
249;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
252;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
255;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
259;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
262;0.000000;0.000000;2491.500000;0.000000;0;0.000000;
266;0.000000;0.000000;2491.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
269;0.000000;0.500000;2491.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
273;0.000000;0.500000;2490.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
276;0.000000;0.500000;2490.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
279;0.000000;0.500000;2489.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
283;0.000000;0.500000;2489.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
286;0.000000;0.500000;2488.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
290;0.000000;0.500000;2488.000000;4.000000;1;1.200000;gr_sensing_LC_con02,
293;0.000000;0.500000;2487.500000;4.000000;1;1.200000;gr_sensing_LC_con02,
295;0.000000;0.000000;2487.500000;0.000000;0;0.000000;
299;0.000000;0.000000;2487.500000;0.000000;0;0.000000;
302;0.000000;0.000000;2487.500000;0.000000;0;0.000000;
306;0.000000;0.000000;2487.500000;0.000000;0;0.000000;
309;0.000000;0.000000;2487.500000;3.900000;1;1.200000;gr_sensing_LC_con02,
313;0.000000;0.500000;2487.000000;3.900000;1;1.200000;gr_sensing_LC_con02,
316;0.000000;0.500000;2486.500000;3.900000;1;1.200000;gr_sensing_LC_con02,
320;0.000000;0.500000;2486.000000;3.900000;1;1.200000;gr_sensing_LC_con02,
323;0.000000;0.500000;2485.500000;3.900000;1;1.200000;gr_sensing_LC_con02,
326;0.000000;0.500000;2485.000000;3.900000;1;1.200000;gr_sensing_LC_con02,
330;0.000000;0.500000;2484.500000;3.900000;1;1.200000;gr_sensing_LC_con02,
333;0.000000;0.500000;2484.000000;3.900000;1;1.200000;gr_sensing_LC_con02,
337;0.000000;0.500000;2483.500000;3.900000;1;1.200000;gr_sensing_LC_con02,
340;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
343;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
347;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
350;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
354;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
356;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
360;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
363;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
366;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
370;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
373;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
377;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
380;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
384;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
387;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
390;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
394;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
397;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
401;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
404;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
408;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
411;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
413;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
417;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
420;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
424;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
427;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
431;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
434;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
438;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
441;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
444;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
448;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
451;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
455;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
458;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
462;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
465;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
469;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
472;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
474;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
478;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
481;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
485;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
488;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
492;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
495;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
499;0.000000;0.000000;2483.500000;0.000000;0;0.000000;
