ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
0;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
3;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
7;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
10;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
14;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
17;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
21;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
25;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
28;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
32;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
36;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
39;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
43;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
46;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
50;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
54;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
57;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
60;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
64;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
67;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
71;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
74;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
78;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
81;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
85;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
89;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
92;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
96;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
99;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
103;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
106;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
110;0.000000;0.000000;2500.000000;0.000000;0;0.000000;
