Ticks;Time;Duration;State;Cycles;Updates;Expected;Reward
0;0:0;0;0;0;0;60;1.000000
0;0:0;0;0;0;0;60;0.000000
225;3:48;214;0;61;61;60;1.000000
574;9:43;214;0;61;61;60;1.000000
673;11:24;97;0;61;60;60;1.000000
830;14:4;156;0;61;62;60;1.000000
1056;17:53;213;0;61;62;60;1.000000
1275;21:36;216;0;61;62;60;1.000000
1504;1:29;215;0;61;62;60;1.000000
1735;5:24;217;0;61;62;60;1.000000
2017;10:11;221;0;61;62;60;1.000000
2243;14:1;219;0;61;62;60;1.000000
2464;17:45;214;0;61;62;60;1.000000
2708;21:53;221;0;61;62;60;1.000000
2952;2:2;219;0;61;62;60;1.000000
3198;6:12;221;0;61;62;60;1.000000
3425;10:3;212;0;61;61;60;1.000000
3651;13:52;219;0;61;61;60;1.000000
3875;17:40;220;0;61;61;60;1.000000
4124;21:53;221;0;61;61;60;1.000000
4387;2:21;217;0;61;61;60;1.000000
4625;6:23;217;0;61;61;60;1.000000
4913;11:16;220;0;61;61;60;1.000000
5165;15:32;220;0;61;61;60;1.000000
5393;19:24;220;0;61;61;60;1.000000
5610;23:5;211;0;61;61;60;1.000000
5865;3:24;219;0;61;61;60;1.000000
6107;7:30;220;0;61;62;60;1.000000
6368;11:55;222;0;61;62;60;1.000000
6584;15:35;213;0;61;62;60;1.000000
6822;19:37;217;0;61;62;60;1.000000
7056;23:35;217;0;61;62;60;1.000000
7297;3:40;220;0;61;62;60;1.000000
7542;7:49;217;0;61;62;60;1.000000
7766;11:37;214;0;61;62;60;1.000000
7997;15:32;220;0;61;62;60;1.000000
8214;19:13;214;0;61;62;60;1.000000
8442;23:5;218;0;61;62;60;1.000000
8682;3:9;212;0;61;62;60;1.000000
8910;7:1;221;0;61;62;60;1.000000
9158;11:13;219;0;61;62;60;1.000000
9386;15:5;220;0;61;62;60;1.000000
9617;18:59;220;0;61;62;60;1.000000
9831;22:37;212;0;61;62;60;1.000000
10065;2:35;219;0;61;62;60;1.000000
10306;6:40;219;0;61;62;60;1.000000
10530;10:28;220;0;61;62;60;1.000000
10748;14:10;215;0;61;62;60;1.000000
10973;17:58;218;0;61;62;60;1.000000
11207;21:56;221;0;61;62;60;1.000000
11439;1:52;219;0;61;62;60;1.000000
11661;5:38;218;0;61;62;60;1.000000
11863;9:4;199;0;61;61;60;1.000000
11980;11:3;116;0;61;61;60;1.000000
12226;15:13;221;0;61;62;60;1.000000
12451;19:2;222;0;61;62;60;1.000000
12652;22:26;194;0;61;60;60;1.000000
12890;2:28;212;0;61;61;60;1.000000
13112;6:14;215;0;61;61;60;1.000000
13350;10:16;213;0;61;61;60;1.000000
13583;14:13;215;0;61;61;60;1.000000
13804;17:57;214;0;61;61;60;1.000000
14033;21:50;216;0;61;61;60;1.000000
14272;1:53;216;0;61;61;60;1.000000
14514;6:0;215;0;61;61;60;1.000000
14768;10:18;212;0;61;61;60;1.000000
14996;14:10;214;0;61;61;60;1.000000
15220;17:57;217;0;61;61;60;1.000000
15456;21:57;216;0;61;61;60;1.000000
15721;2:27;216;0;61;61;60;1.000000
15941;6:11;213;0;61;61;60;1.000000
16177;10:11;215;0;61;62;60;1.000000
16401;13:58;217;0;61;61;60;1.000000
16638;17:59;217;0;61;62;60;1.000000
16870;21:55;215;0;61;61;60;1.000000
17113;2:3;215;0;61;61;60;1.000000
17352;6:6;215;0;61;61;60;1.000000
17592;10:10;215;0;61;62;60;1.000000
17814;13:55;215;0;61;62;60;1.000000
18041;17:46;214;0;61;61;60;1.000000
18263;21:32;215;0;61;61;60;1.000000
18643;3:58;216;0;61;61;60;1.000000
18865;7:44;216;0;61;62;60;1.000000
19096;11:39;215;0;61;62;60;1.000000
19325;15:32;215;0;61;62;60;1.000000
19548;19:19;215;0;61;62;60;1.000000
19767;23:2;215;0;61;62;60;1.000000
19991;2:49;214;0;61;62;60;1.000000
20251;7:14;215;0;61;62;60;1.000000
20512;11:39;216;0;61;62;60;1.000000
20731;15:22;216;0;61;61;60;1.000000
20951;19:6;213;0;61;62;60;1.000000
21173;22:51;215;0;61;62;60;1.000000
21436;3:19;214;0;61;62;60;1.000000
21678;7:25;216;0;61;61;60;1.000000
21928;11:39;216;0;61;62;60;1.000000
22149;15:24;214;0;61;61;60;1.000000
22381;19:20;215;0;61;61;60;1.000000
22600;23:3;216;0;61;61;60;1.000000
22831;2:57;217;0;61;62;60;1.000000
23076;7:7;214;0;61;62;60;1.000000
23320;11:15;216;0;61;62;60;1.000000
23541;14:59;218;0;61;62;60;1.000000
Ticks;Time;Duration;State;Cycles;Updates;Expected;Reward
0;0:0;0;0;0;0;60;1.000000
0;0:0;0;0;0;0;60;0.000000
237;4:1;213;0;61;62;60;1.000000
484;8:12;215;0;61;62;60;1.000000
707;11:58;216;0;61;62;60;1.000000
926;15:41;213;0;61;61;60;1.000000
1146;19:25;213;0;61;61;60;1.000000
1371;23:14;215;0;61;61;60;1.000000
1624;3:31;214;0;61;61;60;1.000000
1842;7:13;214;0;61;61;60;1.000000
2102;11:37;214;0;61;61;60;1.000000
2322;15:21;217;0;61;61;60;1.000000
2558;19:21;215;0;61;61;60;1.000000
2777;23:4;215;0;61;61;60;1.000000
3002;2:52;218;0;61;61;60;1.000000
3239;6:53;214;0;61;61;60;1.000000
3458;10:36;215;0;61;61;60;1.000000
