ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
0;0.000000;0.000000;510.000000;0.000000;0;0.000000;
3;0.000000;0.000000;510.000000;0.000000;0;0.000000;
7;0.000000;0.000000;510.000000;0.000000;0;0.000000;
11;0.000000;0.000000;510.000000;0.000000;0;0.000000;
14;0.000000;0.500000;509.500000;4.600000;1;0.460000;gr_sensing_LC_con02,
18;0.000000;0.500000;509.000000;4.600000;1;0.460000;gr_sensing_LC_con02,
21;0.000000;0.500000;508.500000;4.600000;1;0.460000;gr_sensing_LC_con02,
24;0.000000;0.500000;508.000000;4.600000;1;0.460000;gr_sensing_LC_con02,
28;0.000000;0.500000;507.500000;4.600000;1;0.460000;gr_sensing_LC_con02,
31;0.000000;0.500000;507.000000;4.600000;1;0.460000;gr_sensing_LC_con02,
35;0.000000;0.500000;506.500000;4.600000;1;0.460000;gr_sensing_LC_con02,
38;0.000000;0.500000;506.000000;4.600000;1;0.460000;gr_sensing_LC_con02,
42;0.000000;0.500000;505.500000;4.600000;1;0.460000;gr_sensing_LC_con02,
45;0.000000;0.500000;505.000000;4.600000;1;0.460000;gr_sensing_LC_con02,
49;0.000000;0.500000;504.500000;4.600000;1;0.460000;gr_sensing_LC_con02,
53;0.000000;0.500000;504.000000;4.600000;1;0.460000;gr_sensing_LC_con02,
56;0.000000;0.000000;504.000000;0.000000;0;0.000000;
59;0.000000;0.000000;504.000000;0.000000;0;0.000000;
62;0.000000;0.000000;504.000000;0.000000;0;0.000000;
66;0.000000;0.000000;504.000000;0.000000;0;0.000000;
69;0.000000;0.000000;504.000000;0.000000;0;0.000000;
73;0.000000;0.000000;504.000000;0.000000;0;0.000000;
76;0.000000;0.000000;504.000000;0.000000;0;0.000000;
80;0.000000;0.000000;504.000000;0.000000;0;0.000000;
83;0.000000;0.000000;504.000000;0.000000;0;0.000000;
87;0.000000;0.000000;504.000000;0.000000;0;0.000000;
90;0.000000;0.000000;504.000000;0.000000;0;0.000000;
94;0.000000;0.000000;504.000000;0.000000;0;0.000000;
97;0.000000;0.000000;504.000000;0.000000;0;0.000000;
