;Ev_left;Ev_right;P_amb;RH_amb;T_amb;Ev;0
2019-06-18 21:45:00;3.0;0.0;95941.28716778524;0.5327637348993288;22.07360402684564;1.5;
2019-06-18 21:50:00;3.0;0.0;95945.68134113713;0.5326332006688963;22.08646822742475;1.5;
2019-06-18 21:55:00;3.0;0.0;95946.3689632107;0.5346937591973244;22.00815719063545;1.5;
2019-06-18 22:00:00;3.0;0.0;95948.84334113714;0.5352731538461538;21.984384615384617;1.5;
2019-06-18 22:05:00;3.0;0.0;95952.50809030101;0.5362153846153845;21.942702341137124;1.5;
2019-06-18 22:10:00;3.0;0.0;95953.770090301;0.5354468528428094;21.95231772575251;1.5;
2019-06-18 22:15:00;3.0;0.0;95951.80218060201;0.5370597190635451;21.901809364548498;1.5;
2019-06-18 22:20:00;3.0;0.0;95945.03221070234;0.5366815117056856;21.90791973244147;1.5;
2019-06-18 22:25:00;3.0;0.0;95936.54943143814;0.5369246655518394;21.889929765886286;1.5;
2019-06-18 22:30:00;3.0;0.0;95935.8476555184;0.5387190903010034;21.827521739130436;1.5;
2019-06-18 22:35:00;3.0;0.0;95934.45229431438;0.5378592040133778;21.864959866220737;1.5;
2019-06-18 22:40:00;3.0;0.0;95931.38320401339;0.538872347826087;21.825528428093648;1.5;
2019-06-18 22:45:00;3.0;0.0;95929.60537792643;0.538236839464883;21.842384615384617;1.5;
2019-06-18 22:50:00;3.0;0.0;95925.65927759199;0.5379621906354515;21.853515050167225;1.5;
2019-06-18 22:55:00;3.0;0.0;95917.32743478261;0.5377162742474916;21.848635451505018;1.5;
2019-06-18 23:00:00;3.0;0.0;95915.37683946488;0.5385301973244147;21.82694983277592;1.5;
2019-06-18 23:05:00;3.0;0.0;95913.62390635452;0.5380958829431438;21.83777591973244;1.5;
2019-06-18 23:10:00;3.0;0.0;95909.756090301;0.5395574581939799;21.785344481605353;1.5;
2019-06-18 23:15:00;3.0;0.0;95903.48524080268;0.5392526789297658;21.79336120401338;1.5;
2019-06-18 23:20:00;3.0;0.0;95905.76995302014;0.5411647751677852;21.72223154362416;1.5;
2019-06-18 23:25:00;3.0;0.0;95905.29033779264;0.5401068093645485;21.75426755852843;1.5;
2019-06-18 23:30:00;3.0;0.0;95903.3527993311;0.5410398294314381;21.71354849498328;1.5;
2019-06-18 23:35:00;3.0;0.0;95901.73219397993;0.5405312976588629;21.712939799331103;1.5;
2019-06-18 23:40:00;3.0;0.0;95899.75271571906;0.5416817658862876;21.659889632107024;1.5;
2019-06-18 23:45:00;3.0;0.0;95894.95531438128;0.5427298260869565;21.618602006688963;1.5;
2019-06-18 23:50:00;3.0;0.0;95887.21047826088;0.541453033444816;21.645628762541808;1.5;
2019-06-18 23:55:00;3.0;0.0;95884.49710033445;0.5411021638795986;21.6384381270903;1.5;
2019-06-19 00:00:00;3.0;0.0;95886.44222408027;0.5413341137123746;21.61583277591973;1.5;
2019-06-19 00:05:00;3.0;0.0;95878.89030100334;0.5393033612040133;21.669354515050166;1.5;
2019-06-19 00:10:00;3.0;0.0;95872.61329096991;0.539472337792642;21.64710033444816;1.5;
2019-06-19 00:15:00;3.0;0.0;95871.13026755853;0.5385267892976588;21.660622073578594;1.5;
2019-06-19 00:20:00;3.0;0.0;95866.7471103679;0.5397204548494984;21.600956521739132;1.5;
2019-06-19 00:25:00;3.0;0.0;95863.99023411372;0.537796872909699;21.642177257525084;1.5;
2019-06-19 00:30:00;3.0;0.0;95862.58049832776;0.539888033444816;21.553224080267558;1.5;
2019-06-19 00:35:00;3.0;0.0;95857.27544481606;0.5393640936454849;21.55234448160535;1.5;
2019-06-19 00:40:00;3.0;0.0;95853.39481605351;0.5393179598662207;21.538187290969898;1.5;
2019-06-19 00:45:00;3.0;0.0;95844.82589632107;0.5391749632107024;21.527939799331104;1.5;
2019-06-19 00:50:00;3.0;0.0;95842.02891638796;0.5392423879598662;21.509033444816055;1.5;
2019-06-19 00:55:00;3.0;0.0;95831.28209395973;0.5375453859060403;21.548479865771814;1.5;
2019-06-19 01:00:00;3.0;0.0;95828.06542140468;0.5363018729096989;21.57499331103679;1.5;
2019-06-19 01:05:00;3.0;0.0;95822.86886287625;0.5351931170568561;21.594026755852845;1.5;
2019-06-19 01:10:00;3.0;0.0;95819.84559197325;0.5366021371237458;21.52988963210702;1.5;
2019-06-19 01:15:00;3.0;0.0;95821.0304916388;0.5389849364548495;21.43621739130435;1.5;
2019-06-19 01:20:00;3.0;0.0;95821.66091973244;0.5373867424749164;21.483066889632106;1.5;
2019-06-19 01:25:00;3.0;0.0;95818.9188561873;0.5360954949832776;21.511709030100334;1.5;
2019-06-19 01:30:00;3.0;0.0;95815.65393311037;0.5340940936454849;21.55999331103679;1.5;
2019-06-19 01:35:00;3.0;0.0;95810.3624916388;0.5356136421404681;21.491244147157193;1.5;
2019-06-19 01:40:00;3.0;0.0;95810.19767224081;0.5353726923076924;21.48835451505017;1.5;
2019-06-19 01:45:00;3.0;0.0;95810.09472575251;0.5360074080267558;21.449357859531773;1.5;
2019-06-19 01:50:00;3.0;0.0;95811.49264214047;0.5367276254180602;21.411548494983276;1.5;
2019-06-19 01:55:00;3.0;0.0;95806.11828762542;0.5352031872909698;21.44670568561873;1.5;
2019-06-19 02:00:00;3.0;0.0;95799.02975250837;0.5359772775919732;21.40469899665552;1.5;
2019-06-19 02:05:00;3.0;0.0;95789.99217056857;0.5361243478260869;21.389471571906356;1.5;
2019-06-19 02:10:00;3.0;0.0;95786.23377257526;0.5356286822742474;21.39605016722408;1.5;
2019-06-19 02:15:00;3.0;0.0;95781.16275919732;0.5367921806020066;21.331;1.5;
2019-06-19 02:20:00;3.0;0.0;95776.89685618729;0.5360666588628762;21.347528428093646;1.5;
2019-06-19 02:25:00;3.0;0.0;95779.62950501672;0.5379741505016722;21.25965551839465;1.5;
2019-06-19 02:30:00;3.0;0.0;95788.95097651007;0.5378510671140939;21.250872483221478;1.5;
2019-06-19 02:35:00;3.0;0.0;95796.65544481606;0.5398026086956522;21.180545150501672;1.5;
2019-06-19 02:40:00;3.0;0.0;95795.26176588629;0.5375466220735786;21.244769230769233;1.5;
2019-06-19 02:45:00;3.0;0.0;95789.82971571907;0.5363890434782609;21.279197324414717;1.5;
2019-06-19 02:50:00;3.0;0.0;95784.8324548495;0.5369195719063545;21.2553745819398;1.5;
2019-06-19 02:55:00;3.0;0.0;95790.11726086956;0.5350713143812709;21.33936120401338;1.5;
2019-06-19 03:00:00;3.0;0.0;95803.07525418061;0.5322036454849498;21.457839464882944;1.5;
2019-06-19 03:05:00;3.0;0.0;95808.55791304348;0.5308075886287625;21.514946488294314;1.5;
2019-06-19 03:10:00;3.551839464882943;0.7224080267558528;95811.8052909699;0.5295379264214047;21.564127090301003;2.137123745819398;
2019-06-19 03:15:00;4.280936454849498;1.214046822742475;95816.41326421405;0.5289467993311037;21.59783612040134;2.7474916387959865;
2019-06-19 03:20:00;5.518394648829432;2.1872909698996654;95819.11459866221;0.5284800769230769;21.620264214046824;3.8528428093645486;
2019-06-19 03:25:00;7.2207357859531776;3.468227424749164;95820.25173578596;0.5285415351170568;21.630090301003346;5.344481605351171;
2019-06-19 03:30:00;9.31438127090301;5.093645484949833;95821.13197993311;0.5272794414715719;21.6763110367893;7.2040133779264215;
2019-06-19 03:35:00;11.862876254180602;7.120401337792642;95822.82723076922;0.527351856187291;21.679244147157192;9.491638795986622;
2019-06-19 03:40:00;14.856187290969899;9.471571906354516;95825.11471237458;0.5268256889632107;21.708688963210705;12.163879598662207;
2019-06-19 03:45:00;18.337792642140467;12.240802675585284;95824.0986755853;0.5271475451505017;21.704;15.289297658862877;
2019-06-19 03:50:00;22.438127090301002;15.51505016722408;95825.07506688964;0.525917618729097;21.747033444816054;18.976588628762542;
2019-06-19 03:55:00;27.53846153846154;19.51505016722408;95828.56668896321;0.5255979799331104;21.763645484949834;23.52675585284281;
2019-06-19 04:00:00;33.27759197324415;24.287625418060202;95829.6893277592;0.5263441939799332;21.741936454849498;28.782608695652176;
2019-06-19 04:05:00;40.56711409395973;30.28187919463087;95831.54288926175;0.5252607583892617;21.78396979865772;35.4244966442953;
2019-06-19 04:10:00;48.64882943143812;36.876254180602004;95833.08144147157;0.5248658862876254;21.798876254180605;42.76254180602007;
2019-06-19 04:15:00;56.09364548494983;42.86622073578595;95827.24915719063;0.5254281103678929;21.791645484949832;49.479933110367895;
2019-06-19 04:20:00;62.779264214046826;48.36120401337793;95827.98218060202;0.5236866755852843;21.844501672240803;55.570234113712374;
2019-06-19 04:25:00;68.5752508361204;53.220735785953174;95828.05515719063;0.5234004180602007;21.859849498327762;60.89799331103679;
2019-06-19 04:30:00;73.4113712374582;57.32775919732441;95826.45842140468;0.5235573043478261;21.862290969899664;65.3695652173913;
2019-06-19 04:35:00;77.83946488294315;60.96321070234114;95827.23778260869;0.5240994147157191;21.849612040133778;69.40133779264214;
2019-06-19 04:40:00;82.1304347826087;64.64548494983278;95830.49823411371;0.5244916387959866;21.84041806020067;73.38795986622074;
2019-06-19 04:45:00;86.13377926421404;68.01003344481606;95832.47697658863;0.5238238361204013;21.87026755852843;77.07190635451505;
2019-06-19 04:50:00;89.94648829431438;71.35785953177258;95831.31711705685;0.5223373712374583;21.919190635451503;80.65217391304348;
2019-06-19 04:55:00;93.5551839464883;74.63210702341136;95821.70607357859;0.5233459264214047;21.892133779264217;84.09364548494983;
2019-06-19 05:00:00;96.93645484949833;77.64548494983278;95825.60247491639;0.5244010434782608;21.862000000000002;87.29096989966555;
2019-06-19 05:05:00;100.15050167224081;80.63879598662207;95824.25771571907;0.5250053277591974;21.851946488294313;90.39464882943143;
2019-06-19 05:10:00;103.23745819397993;83.60535117056857;95823.3125284281;0.5253681404682274;21.85041137123746;93.42140468227424;
2019-06-19 05:15:00;105.81605351170569;86.11705685618729;95816.09869565218;0.5231374046822742;21.9358127090301;95.96655518394648;
2019-06-19 05:20:00;108.49832775919732;88.64548494983278;95811.50937458193;0.5231030568561873;21.94541137123746;98.57190635451505;
2019-06-19 05:25:00;111.72575250836121;91.79933110367892;95805.4676555184;0.5233760367892976;21.93550501672241;101.76254180602007;
2019-06-19 05:30:00;114.45484949832776;94.46153846153847;95803.16226755852;0.5228692508361205;21.957969899665553;104.45819397993311;
2019-06-19 05:35:00;116.60535117056857;96.66889632107024;95809.03422742475;0.5232295284280937;21.94905685618729;106.6371237458194;
2019-06-19 05:40:00;119.2876254180602;99.24414715719064;95807.61575585285;0.5245093344481606;21.907117056856187;109.26588628762542;
2019-06-19 05:45:00;119.98993288590604;100.0738255033557;95803.4627147651;0.5262831946308725;21.956825503355706;110.03187919463087;
2019-06-19 05:50:00;123.61538461538461;103.46822742474916;95800.30386622074;0.5298784983277592;22.15946153846154;113.54180602006689;
2019-06-19 05:55:00;126.8428093645485;106.876254180602;95803.57079264215;0.5297232809364548;22.25751170568562;116.85953177257525;
2019-06-19 06:00:00;130.40802675585283;110.50836120401338;95806.47615719063;0.530291304347826;22.31688628762542;120.45819397993311;
2019-06-19 06:05:00;129.80267558528428;109.95317725752508;95803.12773578595;0.5343561137123745;22.356264214046824;119.87792642140468;
2019-06-19 06:10:00;133.02006688963212;113.32107023411372;95802.15703344482;0.5349947424749164;22.392026755852843;123.17056856187291;
2019-06-19 06:15:00;136.19732441471572;116.63545150501672;95802.17152508361;0.534517364548495;22.43174247491639;126.41638795986623;
2019-06-19 06:20:00;137.7458193979933;118.33779264214047;95807.72948829431;0.5350709096989966;22.427133779264214;128.0418060200669;
2019-06-19 06:25:00;140.90635451505017;121.70903010033445;95809.78980936455;0.5339455083612039;22.470578595317726;131.30769230769232;
2019-06-19 06:30:00;143.51505016722408;124.56521739130434;95810.27963210702;0.5345890769230769;22.432608695652174;134.0401337792642;
2019-06-19 06:35:00;145.93979933110367;127.15384615384616;95808.977;0.5343837257525084;22.455989966555187;136.54682274247492;
2019-06-19 06:40:00;147.78929765886286;129.21070234113714;95810.00145819398;0.5332444347826086;22.48300668896321;138.5;
2019-06-19 06:45:00;149.5685618729097;131.0267558528428;95814.35436789297;0.5318955852842809;22.493033444816056;140.29765886287626;
2019-06-19 06:50:00;151.8428093645485;133.36789297658862;95816.60161204013;0.530120602006689;22.498391304347827;142.60535117056855;
2019-06-19 06:55:00;154.12040133779263;135.70234113712374;95811.91739130435;0.5292234314381271;22.477290969899666;144.91137123745818;
2019-06-19 07:00:00;158.35785953177256;139.8428093645485;95805.98658862877;0.5271119698996655;22.49015719063545;149.10033444816054;
2019-06-19 07:05:00;163.73244147157192;144.89966555183946;95807.67780602007;0.525594602006689;22.494234113712373;154.3160535117057;
2019-06-19 07:10:00;168.18729096989966;149.46822742474916;95810.39738461538;0.5241622274247492;22.4921872909699;158.8277591973244;
2019-06-19 07:15:00;172.47826086956522;152.80602006688963;95807.70487625418;0.5217191304347826;22.498769230769234;162.64214046822744;
2019-06-19 07:20:00;176.4731543624161;155.51677852348993;95801.97488590603;0.5206463020134228;22.499164429530204;165.99496644295303;
2019-06-19 07:25:00;177.49498327759198;158.34448160535118;95802.33087625419;0.5194817658862876;22.53505016722408;167.91973244147158;
2019-06-19 07:30:00;181.96321070234114;162.19063545150502;95806.60134113712;0.5183701371237458;22.525966555183945;172.07692307692307;
2019-06-19 07:35:00;183.5819397993311;163.79933110367892;95807.38872909699;0.5148186923076923;22.54713712374582;173.69063545150502;
2019-06-19 07:40:00;186.9933110367893;167.57190635451505;95808.75833779265;0.5121248595317726;22.541053511705687;177.2826086956522;
2019-06-19 07:45:00;192.09698996655518;172.87959866220737;95805.42203010034;0.5099196722408027;22.55713043478261;182.48829431438128;
2019-06-19 07:50:00;192.0401337792642;174.21070234113714;95804.60461538463;0.5094577357859532;22.529759197324417;183.12541806020067;
2019-06-19 07:55:00;191.35785953177256;174.4581939799331;95800.96742809365;0.5089744916387959;22.479066889632108;182.90802675585283;
2019-06-19 08:00:00;197.1705685618729;178.95652173913044;95794.98766555183;0.5076651204013377;22.502515050167226;188.06354515050168;
2019-06-19 08:05:00;205.8628762541806;187.97658862876253;95787.90762876255;0.5070397123745819;22.509996655518396;196.91973244147158;
2019-06-19 08:10:00;218.40133779264215;196.9866220735786;95777.21948494983;0.5034396722408027;22.579240802675585;207.69397993311037;
2019-06-19 08:15:00;229.90969899665552;204.05685618729098;95768.25997993311;0.5010988461538461;22.60144481605351;216.98327759197323;
2019-06-19 08:20:00;229.247491638796;207.752508361204;95769.01182943145;0.49940293645484946;22.59388294314381;218.5;
2019-06-19 08:25:00;228.92307692307693;212.62541806020067;95767.44106354516;0.4962922107023411;22.622762541806022;220.7742474916388;
2019-06-19 08:30:00;226.95317725752508;207.50167224080266;95769.26515384615;0.49430516053511697;22.6306254180602;217.22742474916387;
2019-06-19 08:35:00;230.33779264214047;212.97993311036788;95774.44213043478;0.49092873244147156;22.633732441471572;221.65886287625418;
2019-06-19 08:40:00;228.4715719063545;206.08695652173913;95774.64994648831;0.4878784180602006;22.651207357859533;217.27926421404683;
2019-06-19 08:45:00;234.76254180602007;204.2943143812709;95777.69977591973;0.4833538662207358;22.698157190635452;219.5284280936455;
2019-06-19 08:50:00;248.69230769230768;223.23076923076923;95778.20784615385;0.48181085953177255;22.700551839464882;235.96153846153845;
2019-06-19 08:55:00;250.6006711409396;224.88926174496643;95780.08682550336;0.48003480536912746;22.74091946308725;237.74496644295303;
2019-06-19 09:00:00;252.89966555183946;227.4581939799331;95782.61094648829;0.4816065150501672;22.749615384615385;240.1789297658863;
2019-06-19 09:05:00;258.3411371237458;226.7123745819398;95781.77330100334;0.4819264113712374;22.762110367892976;242.5267558528428;
2019-06-19 09:10:00;278.59866220735785;237.40133779264215;95781.71271571907;0.48363882608695646;22.76824414715719;258.0;
2019-06-19 09:15:00;278.59197324414714;247.23745819397993;95781.680729097;0.4859947090301003;22.754996655518397;262.91471571906357;
2019-06-19 09:20:00;259.31772575250835;236.7458193979933;95780.71327090301;0.4897621137123746;22.714702341137123;248.03177257525084;
2019-06-19 09:25:00;242.3277591973244;223.74247491638795;95776.90498327759;0.49105336454849496;22.733946488294315;233.0351170568562;
2019-06-19 09:30:00;234.63879598662209;215.84615384615384;95771.13352508363;0.4916904949832776;22.75740133779264;225.24247491638795;
2019-06-19 09:35:00;246.9933110367893;225.37458193979933;95770.53389632108;0.493314983277592;22.753033444816054;236.1839464882943;
2019-06-19 09:40:00;253.81270903010034;223.56521739130434;95773.43274916388;0.4946784782608695;22.746387959866222;238.68896321070235;
2019-06-19 09:45:00;244.59866220735785;205.37458193979933;95768.67870568563;0.4940815685618729;22.818802675585285;224.9866220735786;
2019-06-19 09:50:00;256.6588628762542;223.59866220735785;95763.65866889633;0.493971160535117;22.87155518394649;240.12876254180603;
2019-06-19 09:55:00;270.428093645485;235.5418060200669;95760.9514916388;0.4942712140468227;22.898715719063546;252.98494983277592;
2019-06-19 10:00:00;272.6521739130435;239.5284280936455;95760.46080602007;0.4954666889632107;22.90538127090301;256.0903010033445;
2019-06-19 10:05:00;269.9799331103679;241.5819397993311;95760.61751839465;0.496272143812709;22.90273913043478;255.7809364548495;
2019-06-19 10:10:00;259.67558528428094;234.752508361204;95759.26767892977;0.4963659799331103;22.92117391304348;247.2140468227425;
2019-06-19 10:15:00;242.23411371237458;221.35451505016724;95765.33141137124;0.4990544414715719;22.830083612040134;231.7943143812709;
2019-06-19 10:20:00;230.77591973244148;211.5953177257525;95767.41401337793;0.5053162140468228;22.58570568561873;221.185618729097;
2019-06-19 10:25:00;241.75585284280936;222.8561872909699;95772.60643812708;0.5074523110367893;22.50638127090301;232.30602006688963;
2019-06-19 10:30:00;225.04697986577182;206.18456375838926;95773.66625838926;0.508486332214765;22.474536912751677;215.61577181208054;
2019-06-19 10:35:00;177.52173913043478;159.8896321070234;95773.95153846154;0.5098444882943144;22.422311036789296;168.7056856187291;
2019-06-19 10:40:00;178.23076923076923;160.88628762541805;95773.33700668896;0.5108471070234113;22.39000668896321;169.55852842809364;
2019-06-19 10:45:00;183.44147157190636;165.97658862876253;95771.59231438128;0.512775525083612;22.57853177257525;174.70903010033445;
2019-06-19 10:50:00;180.7458193979933;162.8428093645485;95771.81209030101;0.5140183377926422;22.85259197324415;171.7943143812709;
2019-06-19 10:55:00;178.53846153846155;160.6153846153846;95770.33633110368;0.5079233210702341;23.10569230769231;169.57692307692307;
2019-06-19 11:00:00;186.08695652173913;169.09698996655518;95763.12402341138;0.5031211137123746;23.10722408026756;177.59197324414717;
2019-06-19 11:05:00;185.33779264214047;167.96321070234114;95757.3736722408;0.5009069130434782;23.147608695652174;176.6505016722408;
2019-06-19 11:10:00;185.72909698996656;168.07692307692307;95745.57703010034;0.5041782508361203;23.157521739130434;176.90301003344482;
2019-06-19 11:15:00;186.66220735785953;168.7056856187291;95741.6327090301;0.5047383277591972;23.23205685618729;177.6839464882943;
2019-06-19 11:20:00;179.05016722408027;160.16387959866222;95739.1075451505;0.5019848026755853;23.275260869565216;169.60702341137124;
2019-06-19 11:25:00;184.51505016722408;164.10033444816054;95740.30279933111;0.5058200133779264;23.145508361204016;174.30769230769232;
2019-06-19 11:30:00;188.14715719063545;166.2408026755853;95740.72419732441;0.5090402006688962;23.023471571906356;177.19397993311037;
2019-06-19 11:35:00;192.1103678929766;167.4581939799331;95739.9544180602;0.5043545551839465;23.147000000000002;179.78428093645485;
2019-06-19 11:40:00;195.07692307692307;170.685618729097;95742.40754180602;0.49846759866220736;23.217608695652174;182.88127090301003;
2019-06-19 11:45:00;196.20735785953178;172.66555183946488;95739.29657859533;0.4989108829431438;23.18138127090301;184.43645484949832;
2019-06-19 11:50:00;195.7591973244147;173.7591973244147;95735.4341471572;0.4997665752508361;23.20232441471572;184.7591973244147;
2019-06-19 11:55:00;191.36454849498327;169.09030100334448;95728.7964916388;0.49646574581939795;23.388317725752508;180.22742474916387;
2019-06-19 12:00:00;187.35451505016724;164.84615384615384;95727.88425418061;0.4923744749163879;23.592053511705686;176.10033444816054;
2019-06-19 12:05:00;198.84563758389262;176.64429530201343;95724.61134228187;0.48883283557046975;23.791597315436242;187.74496644295303;
2019-06-19 12:10:00;210.44147157190636;187.6153846153846;95719.03590635452;0.4849950735785953;23.976672240802678;199.0284280936455;
2019-06-19 12:15:00;217.36454849498327;194.2608695652174;95716.26726755852;0.48262244481605354;24.140086956521742;205.81270903010034;
2019-06-19 12:20:00;232.24414715719064;202.9264214046823;95709.24959866221;0.4804360735785953;24.268321070234116;217.58528428093646;
2019-06-19 12:25:00;234.03678929765886;203.7859531772575;95706.87164882943;0.4783838361204013;24.383642140468226;218.91137123745818;
2019-06-19 12:30:00;235.93311036789297;207.41471571906354;95695.90775250837;0.4774214247491639;24.486535117056857;221.67391304347825;
2019-06-19 12:35:00;235.8896321070234;208.5351170568562;95690.29951839465;0.47609253511705685;24.571842809364547;222.2123745819398;
2019-06-19 12:40:00;227.49163879598663;199.61872909698997;95687.23305685619;0.4748990735785953;24.645695652173913;213.55518394648828;
2019-06-19 12:45:00;229.94648829431438;199.35785953177256;95680.20549832776;0.4742126086956522;24.722030100334447;214.65217391304347;
2019-06-19 12:50:00;228.438127090301;198.22073578595317;95669.77816053512;0.47322825752508363;24.792083612040134;213.3294314381271;
2019-06-19 12:55:00;227.79933110367892;198.32441471571906;95665.5398729097;0.47099884949832777;24.8763745819398;213.061872909699;
2019-06-19 13:00:00;229.34448160535118;199.10033444816054;95659.08513043479;0.4687299498327759;24.960658862876254;214.22240802675586;
2019-06-19 13:05:00;232.51170568561872;201.40133779264215;95653.41044816053;0.4669635752508361;25.026237458193982;216.95652173913044;
2019-06-19 13:10:00;235.49163879598663;203.93979933110367;95644.37249498328;0.4648570267558528;25.069197324414716;219.71571906354515;
2019-06-19 13:15:00;113.12040133779264;107.78595317725753;95635.41939799332;0.46293491638795986;25.129926421404683;110.45317725752508;
2019-06-19 13:20:00;94.6923076923077;92.94983277591973;95630.33379933111;0.46047489632107025;25.151672240802675;93.82107023411372;
2019-06-19 13:25:00;97.63545150501672;95.6923076923077;95625.82727759198;0.45963297993311036;25.16864882943144;96.6638795986622;
2019-06-19 13:30:00;101.74247491638796;99.58528428093645;95622.62594983279;0.4582437157190635;25.19359531772575;100.6638795986622;
2019-06-19 13:35:00;106.94983277591973;104.39464882943143;95621.04551505017;0.4570294581939799;25.23565551839465;105.67224080267559;
2019-06-19 13:40:00;107.56711409395973;103.97651006711409;95618.2512852349;0.4538747315436242;25.29161744966443;105.77181208053692;
2019-06-19 13:45:00;100.61204013377926;96.60200668896321;95616.4559799331;0.45061774581939795;25.35239464882943;98.60702341137124;
2019-06-19 13:50:00;111.12709030100335;107.8695652173913;95609.40550167224;0.4478714983277592;25.393996655518396;109.49832775919732;
2019-06-19 13:55:00;96.27090301003345;92.4113712374582;95605.09024414716;0.4448851939799331;25.415622073578593;94.34113712374582;
2019-06-19 14:00:00;97.80267558528428;94.16053511705685;95598.98167892976;0.443866491638796;25.461290969899668;95.98160535117057;
2019-06-19 14:05:00;82.123745819398;77.49498327759197;95591.26013043478;0.44074832107023415;25.49196321070234;79.80936454849498;
2019-06-19 14:10:00;93.96321070234114;88.95652173913044;95585.87753177257;0.4393730033444816;25.52180602006689;91.45986622073579;
2019-06-19 14:15:00;93.20735785953177;88.06354515050167;95582.61318729098;0.43706070234113714;25.561802675585284;90.63545150501672;
2019-06-19 14:20:00;83.53177257525084;78.39799331103679;95578.57149163881;0.434226110367893;25.58202341137124;80.9648829431438;
2019-06-19 14:25:00;77.16053511705685;72.17391304347827;95575.21671906355;0.4310759464882943;25.604956521739133;74.66722408026756;
2019-06-19 14:30:00;89.21739130434783;84.36120401337793;95575.93997324415;0.4293031872909699;25.6468762541806;86.78929765886288;
2019-06-19 14:35:00;89.26086956521739;83.97324414715719;95571.47992976589;0.42498824080267555;25.684327759197327;86.61705685618729;
2019-06-19 14:40:00;143.2140468227425;137.29765886287626;95566.64465217391;0.4220644615384615;25.726190635451506;140.25585284280936;
2019-06-19 14:45:00;106.01672240802675;100.30434782608695;95562.8908561873;0.4179320100334448;25.74544481605351;103.16053511705685;
2019-06-19 14:50:00;114.68896321070234;108.29096989966555;95554.30330100334;0.41766989297658863;25.7707491638796;111.48996655518394;
2019-06-19 14:55:00;152.1438127090301;144.41471571906354;95545.49746488295;0.4180546321070234;25.814498327759196;148.27926421404683;
2019-06-19 15:00:00;150.82608695652175;143.06354515050168;95535.110909699;0.414788143812709;25.85432441471572;146.94481605351172;
2019-06-19 15:05:00;158.08026755852842;150.12040133779263;95525.38206020067;0.41323235117056856;25.867672240802676;154.10033444816054;
