Ticks;Time;Duration;State;Cycles;Updates;Expected;Reward
0;0:0;0;0;0;0;50;1.000000
1;0:1;1;0;0;0;50;0.000000
91;1:32;50;0;13;55;50;1.000000
191;3:14;53;0;13;55;50;1.000000
284;4:48;53;0;13;55;50;1.000000
358;6:4;53;0;13;55;50;1.000000
435;7:22;54;0;13;55;50;1.000000
531;8:59;51;0;12;50;50;1.000000
602;10:12;50;0;12;50;50;1.000000
688;11:39;54;0;13;55;50;1.000000
765;12:57;51;0;12;50;50;1.000000
837;14:11;54;0;13;55;50;1.000000
905;15:20;50;0;12;50;50;1.000000
985;16:41;53;0;13;55;50;1.000000
1062;18:0;50;0;12;50;50;1.000000
1149;19:28;50;0;12;50;50;1.000000
1221;20:41;54;0;13;55;50;1.000000
1333;22:35;51;0;14;60;50;1.000000
1395;23:38;51;0;14;60;50;1.000000
1461;0:45;50;0;13;60;50;1.000000
1549;2:15;51;0;13;55;50;1.000000
1616;3:23;50;0;13;45;50;1.100000
1744;5:33;50;0;13;55;50;1.000000
1820;6:50;54;0;13;55;50;1.000000
1945;8:57;50;0;12;50;50;1.000000
2026;10:20;50;0;12;50;50;1.000000
2104;11:39;50;0;12;50;50;1.000000
2186;13:3;50;0;12;50;50;1.000000
2268;14:26;50;0;12;50;50;1.000000
2351;15:50;50;0;12;50;50;1.000000
2419;17:0;50;0;12;50;50;1.000000
2492;18:14;50;0;12;50;50;1.000000
2565;19:28;50;0;12;50;50;1.000000
2634;20:38;50;0;12;50;50;1.000000
2826;23:53;52;0;12;50;50;1.000000
2931;1:40;51;0;12;50;50;1.000000
3090;4:22;50;0;12;50;50;1.000000
3172;5:45;50;0;12;50;50;1.000000
3253;7:8;50;0;12;35;50;1.100000
3330;8:26;54;0;13;50;50;1.000000
3399;9:36;50;0;12;50;50;1.000000
3472;10:50;50;0;12;50;50;1.000000
3553;12:13;50;0;12;50;50;1.000000
3631;13:32;50;0;12;55;50;1.000000
3699;14:41;50;0;12;50;50;1.000000
3767;15:50;50;0;12;50;50;1.000000
3848;17:13;54;0;13;55;50;1.000000
3953;19:0;50;0;12;50;50;1.000000
4026;20:14;50;0;12;50;50;1.000000
4101;21:30;51;0;13;55;50;1.000000
4208;23:19;50;0;12;50;50;1.000000
4296;0:48;51;0;12;50;50;1.000000
4431;3:6;50;0;12;50;50;1.000000
4509;4:25;50;0;12;50;50;1.000000
4601;5:58;51;0;12;50;50;1.000000
4682;7:21;54;0;13;50;50;1.000000
4774;8:54;51;0;12;50;50;1.000000
4842;10:4;50;0;12;50;50;1.000000
4919;11:22;50;0;12;50;50;1.000000
4987;12:31;50;0;12;50;50;1.000000
5087;14:13;50;0;12;50;50;1.000000
5183;15:50;50;0;12;50;50;1.000000
5251;17:0;50;0;12;50;50;1.000000
5319;18:9;50;0;12;50;50;1.000000
5392;19:23;50;0;12;50;50;1.000000
5461;20:33;51;0;13;55;50;1.000000
5610;23:5;50;0;12;50;50;1.000000
5741;1:18;53;0;13;55;50;1.000000
5984;5:25;50;0;12;50;50;1.000000
6176;8:40;50;0;12;50;50;1.000000
6249;9:54;51;0;12;50;50;1.000000
6316;11:3;50;0;12;50;50;1.000000
6389;12:17;50;0;12;50;50;1.000000
6472;13:41;50;0;12;50;50;1.000000
6545;14:55;51;0;12;50;50;1.000000
6631;16:23;50;0;12;50;50;1.000000
6713;17:46;50;0;12;50;50;1.000000
6782;18:56;51;0;12;50;50;1.000000
6849;20:5;51;0;13;55;50;1.000000
6917;21:14;50;0;12;50;50;1.000000
7019;22:57;51;0;12;50;50;1.000000
7109;0:29;54;0;13;50;50;1.000000
7200;2:2;50;0;12;50;50;1.000000
7287;3:30;50;0;12;50;50;1.000000
7473;6:39;50;0;12;50;50;1.000000
7542;7:49;50;0;12;50;50;1.000000
7611;8:59;51;0;12;50;50;1.000000
7683;10:13;50;0;12;50;50;1.000000
7752;11:23;51;0;12;50;50;1.000000
7821;12:33;51;0;12;50;50;1.000000
7892;13:45;53;0;13;55;50;1.000000
7959;14:53;51;0;12;50;50;1.000000
8027;16:3;50;0;12;50;50;1.000000
8096;17:13;50;0;12;50;50;1.000000
8175;18:33;51;0;13;55;50;1.000000
8244;19:43;52;0;13;55;50;1.000000
8349;21:30;52;0;13;55;50;1.000000
8473;23:36;53;0;13;55;50;1.000000
8575;1:20;54;0;13;15;50;1.500000
8664;2:50;53;0;13;0;50;1.900000
8908;6:58;50;0;12;50;50;1.000000
9018;8:50;50;0;12;50;50;1.000000
9094;10:8;50;0;12;50;50;1.000000
9172;11:27;50;0;12;50;50;1.000000
9242;12:38;51;0;12;50;50;1.000000
9316;13:53;52;0;12;50;50;1.000000
