;I_bat;I_in;V_bat;V_in;P_in;P_bat;E_in;E_bat;0
2019-06-25 06:35:00;2.7509219993311037e-05;-6.346938078260869e-05;4.200455220481606;2.051439306949833;0.00013009727307596955;0.00011555125034221905;;;
2019-06-25 06:40:00;2.712647302341137e-05;-6.301333528093645e-05;4.200473277130435;2.0500727595317727;0.00012908646353324455;0.00011394402746005889;;;
2019-06-25 06:45:00;2.839615654362416e-05;-6.527890412416107e-05;4.20049455404698;2.056472127305369;0.00013412966431667242;0.00011927790462938304;;;
2019-06-25 06:50:00;2.867927710702341e-05;-6.609743331438127e-05;4.200498615505016;2.05744311709699;0.0001358847536711011;0.00012046726628176976;;;
2019-06-25 06:55:00;2.8176919431438125e-05;-6.52638054347826e-05;4.200496118488294;2.0552840022809367;0.0001340344948875329;0.0001183570361984871;;;
2019-06-25 07:00:00;2.7647329408026753e-05;-6.38348909832776e-05;4.200490835635452;2.051251916240803;0.0001308451366900733;0.00011613235800468793;;;
2019-06-25 07:05:00;2.8085499187290966e-05;-6.469672388963211e-05;4.20050500329097;2.053829323886288;0.0001327639198855935;0.00011797328294779497;;;
2019-06-25 07:10:00;2.8853867996655515e-05;-6.634711622408025e-05;4.200492676876254;2.056503104615385;0.00013633375829464123;0.00012120046514077902;;;
2019-06-25 07:15:00;2.8148102685618725e-05;-6.522258416387959e-05;4.200499462086957;2.053788355117057;0.00013385288494810704;0.00011823609236666522;;;
2019-06-25 07:20:00;2.6150607204013377e-05;-6.104702230100334e-05;4.200504427675585;2.044731148816054;0.00012473679398163044;0.00010984574610343396;;;
2019-06-25 07:25:00;2.5810976598662208e-05;-5.99906494347826e-05;4.200511942792643;2.042856491006689;0.0001224553889003479;0.00010841932034832581;;;
2019-06-25 07:30:00;2.7060919742474918e-05;-6.265878707023411e-05;4.200509000715719;2.048035549250836;0.00012822560611372856;0.00011366964144084449;;;
2019-06-25 07:35:00;2.8777524010033447e-05;-6.66066261973244e-05;4.2005126965317725;2.055545697478261;0.00013680394676031791;0.00012088035676223111;;;
2019-06-25 07:40:00;3.111835092976588e-05;-7.114077071906353e-05;4.200509427655518;2.064555854200669;0.00014675644584737457;0.00013071293052109941;;;
2019-06-25 07:45:00;3.150357685953177e-05;-7.195688771571906e-05;4.200508974963211;2.066136559153846;0.00014855831439468026;0.00013233106130202334;;;
2019-06-25 07:50:00;3.191553684949832e-05;-7.279544570568561e-05;4.200493446505017;2.067003676458194;0.00015034046688846807;0.00013406100686454037;;;
2019-06-25 07:55:00;3.3370605127090296e-05;-7.584653573578594e-05;4.200495821591973;2.072279823130435;0.00015705229069396928;0.00014017309206902873;;;
2019-06-25 08:00:00;3.414245711705685e-05;-7.74986026521739e-05;4.200492344076923;2.0749617223311034;0.00016066725804845625;0.00014341513262911012;;;
2019-06-25 08:05:00;3.428504908695652e-05;-7.812619025752508e-05;4.200476283832776;2.074866954956522;0.00016197790350956382;0.0001440135412971268;;;
2019-06-25 08:10:00;3.513061365886287e-05;-7.953635929431437e-05;4.200477724792642;2.0770229207558533;0.00016507235055298537;0.00014756536561378496;;;
2019-06-25 08:15:00;3.5910674307692305e-05;-8.141876761538461e-05;4.20047400819398;2.0803633945451505;0.00016924342330647255;0.00015084185911462883;;;
2019-06-25 08:20:00;3.6440058570469794e-05;-8.228905205033557e-05;4.200487100369127;2.082046418721476;0.00017118067760668663;0.00015306600242373077;;;
2019-06-25 08:25:00;3.710255082274247e-05;-8.351301837458194e-05;4.200549354795987;2.0868351377591976;0.0001741205893999249;0.0001558511012663525;;;
2019-06-25 08:30:00;3.696244063210702e-05;-8.40709150167224e-05;4.200563373983278;2.0900838614983277;0.00017557318711391108;0.00015526308344496233;;;
2019-06-25 08:35:00;3.7634862180602004e-05;-8.464237706020067e-05;4.20056350851505;2.092538893849498;0.00017696768477036591;0.00015808763382524308;;;
2019-06-25 08:40:00;3.7983090729096984e-05;-8.518160620735785e-05;4.2005824531672245;2.0940484453244146;0.00017822176019449375;0.0001595511042436668;;;
2019-06-25 08:45:00;3.908512590301003e-05;-8.737358265551839e-05;4.200572641655518;2.0973207477056857;0.00018309594751876983;0.00016417991658987637;;;
2019-06-25 08:50:00;3.8694374625418055e-05;-8.694680747491639e-05;4.200588445314381;2.0973078188227428;0.00018220949140299126;0.00016253914273032212;;;
2019-06-25 08:55:00;3.8743898698996655e-05;-8.66711135819398e-05;4.200592117377926;2.09732424858194;0.0001816144700827902;0.0001627473267898509;;;
2019-06-25 09:00:00;3.838544045819398e-05;-8.63343844347826e-05;4.200587608735786;2.0959628422240804;0.00018081296141486542;0.00016124141407726194;;;
2019-06-25 09:05:00;3.8800224200668896e-05;-8.676631144481605e-05;4.200594194528429;2.0978184068428094;0.00018187613031384877;0.00016298400371734682;;;
2019-06-25 09:10:00;3.828280314715719e-05;-8.61236446722408e-05;4.2005228032709025;2.093391521317726;0.00018013834565958593;0.00016080778641919895;;;
2019-06-25 09:15:00;4.007705412374582e-05;-8.997815069565216e-05;4.200493455926422;2.0965498333277592;0.000188482309794659;0.000168343412152837;;;
2019-06-25 09:20:00;3.975047533444816e-05;-8.900212729096989e-05;4.200479056214047;2.0945442968996657;0.00018625524279365811;0.00016697104838690163;;;
2019-06-25 09:25:00;4.0334300391304344e-05;-9.025335649163879e-05;4.2004770604916395;2.0953160882541804;0.00018894687794712174;0.00016942331058411266;;;
2019-06-25 09:30:00;3.900801339464883e-05;-8.779675789632106e-05;4.200486818505017;2.092098630147157;0.0001835297510891226;0.00016385266057227356;;;
2019-06-25 09:35:00;4.0731150311036784e-05;-9.173530926086956e-05;4.200523777488295;2.099300607354515;0.00019244007467053258;0.00017109217624528973;;;
2019-06-25 09:40:00;4.2457637488294314e-05;-9.44492135250836e-05;4.2005415299163875;2.10522567980602;0.0001986670765088126;0.00017834507621078416;;;
2019-06-25 09:45:00;4.2913846822742477e-05;-9.541773952173912e-05;4.200526960304348;2.105134946538462;0.0002007347950489191;0.00018026077678544303;;;
2019-06-25 09:50:00;4.3495872267558526e-05;-9.65674827257525e-05;4.200522690257525;2.1084468349899663;0.00020342289540223682;0.00018270540769291748;;;
2019-06-25 09:55:00;4.405196862416107e-05;-9.754379151006711e-05;4.200509837979865;2.1087996323590605;0.00020553938260612495;0.00018504073622991292;;;
2019-06-25 10:00:00;4.2658095658862874e-05;-9.506756820066889e-05;4.200501193384616;2.104757630568562;0.00019993285793973572;0.00017918539192860467;;;
2019-06-25 10:05:00;4.3421278494983276e-05;-9.681358490635452e-05;4.200502421785954;2.1071393129732443;0.00020383741277852312;0.0001823911953888375;;;
2019-06-25 10:10:00;4.3670553260869566e-05;-9.698212099331103e-05;4.200508306792642;2.1084568105886285;0.00020431966759201423;0.00018343852761243114;;;
2019-06-25 10:15:00;4.35896335819398e-05;-9.662601452173912e-05;4.200559920217391;2.110146612090301;0.00020372107648121968;0.00018310087449194783;;;
2019-06-25 10:20:00;4.359170207692307e-05;-9.648962243143813e-05;4.200613103765886;2.113369688140468;0.0002037386131596568;0.00018311188329427894;;;
2019-06-25 10:25:00;4.4321233892976586e-05;-9.794752366220735e-05;4.200637027842809;2.1172848914180604;0.00020720654338904893;0.00018617742193404176;;;
2019-06-25 10:30:00;4.121257844816053e-05;-9.145558682608695e-05;4.200640040347826;2.1089687609063543;0.00019286475599451428;0.00017311923964115705;;;
2019-06-25 10:35:00;3.4018946662207356e-05;-7.682820205016721e-05;4.200626041759197;2.0845806059331107;0.00016002748701175507;0.00014290087700022302;;;
2019-06-25 10:40:00;3.379597992976589e-05;-7.659191018729096e-05;4.20062678561204;2.0844716560367895;0.00015952139154590793;0.00014196430303591883;;;
2019-06-25 10:45:00;3.391521035117057e-05;-7.660548316053512e-05;4.200609096491639;2.0824496266822745;0.0001593976556196214;0.00014246454717381854;;;
2019-06-25 10:50:00;3.367431181939799e-05;-7.62493883444816e-05;4.20058449180602;2.0802485879665555;0.00015848914632420074;0.00014145179652375292;;;
2019-06-25 10:55:00;3.3319555715719065e-05;-7.62977324916388e-05;4.20057003687291;2.0782366551739133;0.00015844604959388555;0.00013996113327963318;;;
2019-06-25 11:00:00;3.38929271638796e-05;-7.701411384949833e-05;4.200560340966555;2.0784398784280937;0.00015993656801576228;0.00014236928956434144;;;
2019-06-25 11:05:00;3.348484362207358e-05;-7.612266602341138e-05;4.200553078688963;2.0754176546120404;0.00015785591838906416;0.00014065487092962758;;;
2019-06-25 11:10:00;3.298640338795987e-05;-7.539991186287625e-05;4.200520776093645;2.072336082214047;0.00015612795054368819;0.00013856007468248527;;;
2019-06-25 11:15:00;3.411593055183946e-05;-7.741207571237457e-05;4.200499324876254;2.074862569414716;0.0001604853447680389;0.00014330395718912156;;;
2019-06-25 11:20:00;3.4187892431438126e-05;-7.848931757525083e-05;4.200492128351171;2.0756768463779265;0.00016279206439609556;0.00014360597678917143;;;
2019-06-25 11:25:00;3.43871626354515e-05;-7.787450830100335e-05;4.200570948625418;2.0781563221471573;0.00016171959295918374;0.00014444571388397867;;;
2019-06-25 11:30:00;3.3695788939597315e-05;-7.634264712416107e-05;4.2006289496812075;2.0800751187114095;0.00015867428406961617;0.0001415435159756176;;;
2019-06-25 11:35:00;3.375364966555184e-05;-7.658516758528427e-05;4.2006586100066885;2.083208558832776;0.00015941653525426016;0.00014178756300406388;;;
2019-06-25 11:40:00;3.385653389632107e-05;-7.67669268729097e-05;4.200650054979933;2.0831733113779265;0.00015978526856730974;0.00014221945722064228;;;
2019-06-25 11:45:00;3.4594447859531776e-05;-7.789284160869565e-05;4.200641693307692;2.0862340969832776;0.00016237011892542813;0.0001453188847527044;;;
2019-06-25 11:50:00;3.442075056521739e-05;-7.762330578260869e-05;4.200634039494984;2.0859767163444816;0.00016179345943246934;0.00014458898031315462;;;
2019-06-25 11:55:00;3.483605127759197e-05;-7.843503892307692e-05;4.200630508672241;2.087825514752508;0.00016361748255960508;0.00014633338393945123;;;
2019-06-25 12:00:00;3.39606552173913e-05;-7.666354587625417e-05;4.200625036314381;2.084418358431438;0.00015967722350484457;0.00014265598222108587;;;
2019-06-25 12:05:00;3.480150331772575e-05;-7.854030108361204e-05;4.200619366602006;2.087953500494983;0.0001638438871265668;0.0001461878739352916;;;
2019-06-25 12:10:00;3.519915424749164e-05;-7.954721262876254e-05;4.200636589043478;2.0894301923578595;0.00016606903928746635;0.00014785886181720818;;;
2019-06-25 12:15:00;3.619235846822742e-05;-8.139628281605351e-05;4.200615466274248;2.0908246606421406;0.0001700496065675237;0.0001520301821521587;;;
2019-06-25 12:20:00;3.486957702006689e-05;-7.910123286956521e-05;4.2005575381170575;2.084232603578595;0.0001647395064459838;0.00014647167448204854;;;
2019-06-25 12:25:00;3.57272328729097e-05;-8.060035551170568e-05;4.20052536706689;2.0839249688996655;0.00016782718455988116;0.00015007314630140762;;;
2019-06-25 12:30:00;3.5863328561872905e-05;-8.134869414046823e-05;4.200490453749164;2.082826009799331;0.0001693003522341442;0.00015064357140027868;;;
2019-06-25 12:35:00;3.7122605093645486e-05;-8.369115858862876e-05;4.20048492029097;2.0840724474882943;0.0001742851371339932;0.00015593294970454036;;;
2019-06-25 12:40:00;3.747315189632107e-05;-8.457731739464883e-05;4.200559375280937;2.089824565117057;0.00017659714710590836;0.0001574081972996985;;;
2019-06-25 12:45:00;3.749085896655518e-05;-8.407566143478261e-05;4.200634444351171;2.093592911876254;0.00017586848137286648;0.00015748540355060506;;;
2019-06-25 12:50:00;3.830264753177257e-05;-8.567850291304347e-05;4.200660678023412;2.0983813754247493;0.00017964097990827505;0.0001608964358784823;;;
2019-06-25 12:55:00;3.846098381939799e-05;-8.660748317725753e-05;4.2006800614013375;2.100305962973244;0.00018176294626572493;0.0001615622917343671;;;
2019-06-25 13:00:00;3.9142328698996656e-05;-8.730395194983276e-05;4.200670538377927;2.102491742341137;0.00018339776586254075;0.00016442403756933852;;;
2019-06-25 13:05:00;3.916443853355705e-05;-8.74232484228188e-05;4.200664475630872;2.102436072899329;0.00018364513184979206;0.00016451667258978117;;;
2019-06-25 13:10:00;3.2984579471571904e-05;-7.424899847491638e-05;4.200652297491639;2.07109333041806;0.00015519594991574302;0.0001385569026295569;;;
2019-06-25 13:15:00;9.562456080267558e-06;-2.5156502555183945e-05;4.200637601264214;1.9296806192608698;4.8513762846519204e-05;4.016841304823284e-05;;;
2019-06-25 13:20:00;9.923051260869565e-06;-2.5615551020066887e-05;4.200625740464883;1.9324053714481606;4.946676608426357e-05;4.168302691065796e-05;;;
2019-06-25 13:25:00;1.026918762541806e-05;-2.6076339244147157e-05;4.200628960076923;1.9346096306053513;5.0416862054238756e-05;4.313704954329487e-05;;;
2019-06-25 13:30:00;1.0355709722408025e-05;-2.656534283277592e-05;4.200624890143812;1.9370810361638797;5.1424258973120374e-05;4.350045265045001e-05;;;
2019-06-25 13:35:00;1.0667850511705685e-05;-2.71822588729097e-05;4.200603908207358;1.9400158815317727;5.269982572601867e-05;4.481141688810858e-05;;;
2019-06-25 13:40:00;1.0810685304347825e-05;-2.764856983277592e-05;4.200611466234114;1.9425457866020066;5.3673936649346983e-05;4.541148879734611e-05;;;
2019-06-25 13:45:00;1.1192492183946487e-05;-2.8266756220735785e-05;4.2006060847591975;1.9448849230234115;5.49420952899695e-05;4.701525334802095e-05;;;
2019-06-25 13:50:00;1.1651330779264213e-05;-2.931546008695652e-05;4.200593814578595;1.9498567979966557;5.712402777565797e-05;4.8942507826322396e-05;;;
2019-06-25 13:55:00;1.2002571518394648e-05;-3.0435659060200666e-05;4.2006083719531775;1.9556741411170568;5.94821955558422e-05;5.041810358780832e-05;;;
2019-06-25 14:00:00;1.2501442100334446e-05;-3.1500862197324414e-05;4.20059720696321;1.9603641583645486;6.170962720958299e-05;5.251352232280699e-05;;;
2019-06-25 14:05:00;1.2787136508361203e-05;-3.189040728762542e-05;4.200598183314382;1.9618082482943144;6.252370682328168e-05;5.3713623648846296e-05;;;
2019-06-25 14:10:00;1.2293393755852841e-05;-3.080313790301003e-05;4.200603878331104;1.9568703083110368;6.024157554109716e-05;5.16396813794925e-05;;;
2019-06-25 14:15:00;1.3378294491638794e-05;-3.327829554849498e-05;4.2006067913210705;1.967636058234114;6.543019869395985e-05;5.619695500499193e-05;;;
2019-06-25 14:20:00;1.3892763311036787e-05;-3.437351329431438e-05;4.200601507371237;1.9707381459899664;6.769530148539193e-05;5.8357964490920585e-05;;;
2019-06-25 14:25:00;1.4871220227424749e-05;-3.648776900334448e-05;4.200600770063546;1.9786044292307692;7.215284111370459e-05;6.246805724982158e-05;;;
2019-06-25 14:30:00;1.554727248160535e-05;-3.795250207692307e-05;4.200591713301003;1.9846539822341138;7.527117144212817e-05;6.530774677456202e-05;;;
2019-06-25 14:35:00;1.6366513882943145e-05;-3.97938769632107e-05;4.200588758083612;1.991106233173913;7.917784717077432e-05;6.874899634118741e-05;;;
2019-06-25 14:40:00;1.725385055033557e-05;-4.165878352348993e-05;4.200577155795302;1.997169834419463;8.313802319304665e-05;7.247613253700194e-05;;;
2019-06-25 14:45:00;1.758157881270903e-05;-4.233249446153846e-05;4.200577762715719;1.9986424993143812;8.454357469105675e-05;7.385279047309673e-05;;;
2019-06-25 14:50:00;1.7930502304347824e-05;-4.313852327759197e-05;4.200582687371238;2.0014558537324416;8.62752514851174e-05;7.531855927139814e-05;;;
2019-06-25 14:55:00;1.7591371197324412e-05;-4.2410134013377925e-05;4.200580213117057;1.9986366492943144;8.470242211241317e-05;7.389396780179807e-05;;;
2019-06-25 15:00:00;1.7971770391304347e-05;-4.366640653177257e-05;4.200570740615384;2.0018682130869565;8.735790361813779e-05;7.54916933943969e-05;;;
2019-06-25 15:05:00;1.9129333391304346e-05;-4.5697955839464876e-05;4.200563080438127;2.0082380367458192;9.169804128304003e-05;8.035397239722097e-05;;;
2019-06-25 15:10:00;1.94833287458194e-05;-4.644091744147157e-05;4.200554481501673;2.0104107023377926;9.328926991348923e-05;8.184078357555301e-05;;;
2019-06-25 15:15:00;1.9842567695652173e-05;-4.7186230013377924e-05;4.2005653838294315;2.012447133234114;9.488383779107425e-05;8.335000582933316e-05;;;
2019-06-25 15:20:00;2.0725183745819398e-05;-4.9178378341137115e-05;4.200556460702341;2.0176209372608698;9.915032115523833e-05;8.705730846732292e-05;;;
2019-06-25 15:25:00;2.150028518729097e-05;-5.0811308474916386e-05;4.200559892846154;2.021698065772575;0.00010265396464587871;9.031323645397696e-05;;;
2019-06-25 15:30:00;2.2410376197324415e-05;-5.2718653528428096e-05;4.200560291913043;2.0269208668026755;0.00010678174112397623;9.413613774096401e-05;;;
2019-06-25 15:35:00;2.278341233444816e-05;-5.389049250167224e-05;4.200558229595318;2.030191151070234;0.00010932281371998714;9.570305217554652e-05;;;
2019-06-25 15:40:00;2.3137528832775916e-05;-5.432440991638796e-05;4.200550609083613;2.0301874124481603;0.00011020740557513471;9.719036417482739e-05;;;
2019-06-25 15:45:00;2.353562437792642e-05;-5.5207429531772565e-05;4.200545916284281;2.031719303638796;0.00011207666361363605;9.886247232964152e-05;;;
2019-06-25 15:50:00;2.3889646321070232e-05;-5.590452587959866e-05;4.200550918076924;2.033895680438127;0.0001136122616760949;0.00010034967847867816;;;
2019-06-25 15:55:00;2.4137181829431438e-05;-5.64639402173913e-05;4.2005382361170565;2.0354046182040135;0.00011483571367516333;0.00010138915855184273;;;
2019-06-25 16:00:00;2.370540700334448e-05;-5.5679189581939794e-05;4.200532346719063;2.03325457806689;0.00011311846283481802;9.957532856575412e-05;;;
2019-06-25 16:05:00;2.343971023076923e-05;-5.564998533110368e-05;4.200529811073579;2.032156995324415;0.00011300705139005075;9.845920777099659e-05;;;
2019-06-25 16:10:00;2.4158240183946487e-05;-5.651668981605351e-05;4.200530394779264;2.034381622675585;0.00011488529391617564;0.00010147742570246298;;;
2019-06-25 16:15:00;2.468534427181208e-05;-5.776931223154362e-05;4.200526782604027;2.0381565703791944;0.00011764683554940057;0.00010369145044180344;;;
2019-06-25 16:20:00;2.460507419397993e-05;-5.788519165217391e-05;4.200513748608696;2.0376882943010033;0.0001178585747325622;0.00010335395335067345;;;
2019-06-25 16:25:00;2.4785049434782606e-05;-5.786408515719063e-05;4.200522486411371;2.0369033701638797;0.00011777753264784039;0.00010411015949536478;;;
2019-06-25 16:30:00;2.478833456187291e-05;-5.801884066555183e-05;4.200529905638796;2.037965737762542;0.00011815249280172681;0.00010412414559648906;;;
2019-06-25 16:35:00;2.4930793163879597e-05;-5.81161225986622e-05;4.200519057143813;2.038860056046823;0.00011839457604518069;0.00010472227470312424;;;
2019-06-25 16:40:00;2.500530117056856e-05;-5.82527458729097e-05;4.200525229913043;2.039197865839465;0.00011869658881733582;0.00010503539989764974;;;
2019-06-25 16:45:00;2.5849417244147154e-05;-6.006919359197323e-05;4.200539032478261;2.0429685208093646;0.0001226305243656258;0.00010858148695287605;;;
2019-06-25 16:50:00;2.557947787625418e-05;-5.94577668729097e-05;4.200528506896322;2.0425371001538464;0.00012134972204048455;0.0001074473292312256;;;
2019-06-25 16:55:00;2.4567070133779264e-05;-5.7563080414715716e-05;4.200523373916388;2.0382863734882943;0.0001172346537535509;0.00010319455633131755;;;
2019-06-25 17:00:00;2.4044624e-05;-5.691971342474916e-05;4.20053522780602;2.036674383234114;0.00011583741139056088;0.00010100029290370348;;;
2019-06-25 17:05:00;2.4430230511705686e-05;-5.709780874581939e-05;4.200530757541806;2.036036252;0.00011617443239430701;0.00010261993634632722;;;
2019-06-25 17:10:00;2.414581010367893e-05;-5.676587943143812e-05;4.20052699274582;2.035798436852843;0.00011547408146588279;0.0001014251309503402;;;
2019-06-25 17:15:00;3.78595748729097e-05;-8.495503186287624e-05;4.200532230010033;2.0877690946956524;0.00017767329882969416;0.00015903039778250689;;;
2019-06-25 17:20:00;4.1424839307692304e-05;-9.259321702341137e-05;4.20052430735117;2.104379315535117;0.00019467630823721344;0.00017400605183332825;;;
2019-06-25 17:25:00;4.0071788916387956e-05;-8.984552751505016e-05;4.200530896324415;2.098991559966555;0.0001884450687114716;0.0001683227941269105;;;
2019-06-25 17:30:00;3.7742532217391305e-05;-8.539645482608696e-05;4.200519270371237;2.0927767740100336;0.00017856140247399726;0.00015853824422448225;;;
2019-06-25 17:35:00;3.6031652371237456e-05;-8.12740141438127e-05;4.200516110237459;2.085490976257525;0.00016936460695733482;0.00015135154078448713;;;
2019-06-25 17:40:00;3.4177667953177254e-05;-7.737402293311036e-05;4.2005095189598665;2.079092003749164;0.00016073271170026759;0.00014356362483666286;;;
2019-06-25 17:45:00;3.242535881605351e-05;-7.372414042140468e-05;4.2005164510903015;2.072392553304348;0.00015266658201421122;0.0001362032555132109;;;
2019-06-25 17:50:00;3.019172309364548e-05;-6.942972384615384e-05;4.200535701859532;2.0654665636755856;0.00014329170000815009;0.0001268214088187918;;;
2019-06-25 17:55:00;2.8316059577181202e-05;-6.516812953355704e-05;4.200531935302013;2.056965279218121;0.00013394635134214005;0.00011894251159515867;;;
2019-06-25 18:00:00;2.6193569321070232e-05;-6.0659591428093636e-05;4.2005514310267555;2.047956733856187;0.00012413277219379393;0.00011002743646966328;;;
2019-06-25 18:05:00;2.3940261625418058e-05;-5.592521911705685e-05;4.200546103304348;2.036768828628763;0.00011382467365666352;0.00010056217584675779;;;
2019-06-25 18:10:00;2.1355854056856186e-05;-5.0441781645484944e-05;4.200539661702342;2.0229341496923077;0.00010196934855595009;8.970611534929857e-05;;;
2019-06-25 18:15:00;1.8513635782608696e-05;-4.437362059197324e-05;4.200553376294314;2.0057797995585283;8.894009784342894e-05;7.7767512449927e-05;;;
2019-06-25 18:20:00;1.6035112909698997e-05;-3.906875137123746e-05;4.200549824207358;1.9879786976254181;7.761880561224892e-05;6.735629128749691e-05;;;
2019-06-25 18:25:00;1.3654679615384614e-05;-3.378515356521739e-05;4.2005510920602;1.9676187349799332;6.644246362224938e-05;5.7357177220722973e-05;;;
2019-06-25 18:30:00;1.1318424361204013e-05;-2.8764745819397995e-05;4.200558294622073;1.94656923738796;5.596175102000519e-05;4.754370476880062e-05;;;
2019-06-25 18:35:00;9.255818163879597e-06;-2.3854538709030098e-05;4.200573372739131;1.9211110668929767;4.580713843662196e-05;3.887974386726744e-05;;;
2019-06-25 18:40:00;2.4587186498327757e-05;-5.6661585695652166e-05;4.200594058896321;2.0089379092742474;0.00011640904709833279;0.000103280908030886;;;
2019-06-25 18:45:00;3.0984586715719066e-05;-7.05484631638796e-05;4.200604288832776;2.0701471029397993;0.0001459787592857767;0.00013015399100466208;;;
2019-06-25 18:50:00;1.862739178929766e-05;-4.452428614715719e-05;4.2006017840167225;2.00619541577592;8.946152957487775e-05;7.824626986846614e-05;;;
2019-06-25 18:55:00;1.0273635618729096e-05;-2.6547527337792636e-05;4.200604723685619;1.9351881184448159;5.1402789961049245e-05;4.3155481064197323e-05;;;
2019-06-25 19:00:00;6.352033344481605e-06;-1.8012107969899666e-05;4.200605445438127;1.8792934101070236;3.38531164276104e-05;2.6682389388578598e-05;;;
2019-06-25 19:05:00;4.884857799331103e-06;-1.4068599799331103e-05;4.200618408605352;1.8401536657123745;2.5887452685302365e-05;2.0519424588650288e-05;;;
2019-06-25 19:10:00;2.5910547692307692e-06;-9.365223478260868e-06;4.200635357642141;1.7555735897625417;1.6497743670875885e-05;1.088407961263872e-05;;;
2019-06-25 19:15:00;1.2669921471571906e-06;-6.349381892976588e-06;4.200641980695652;1.5893835397625418;1.0116387857392502e-05;5.322178906349268e-06;;;
2019-06-25 19:20:00;4.4118134782608693e-07;-4.8892224949832776e-06;4.200639020591973;1.337643425672241;6.568756121786553e-06;1.8532482914312089e-06;;;
2019-06-25 19:25:00;1.9010991304347826e-07;-3.7297079799331104e-06;4.200632140508362;1.0434114573043478;3.921094158442802e-06;7.985819839435458e-07;;;
2019-06-25 19:30:00;-3.348359697986577e-07;-2.6802069429530202e-06;4.2006367392651;0.7370922593825503;1.9981361238788524e-06;-1.406524129794614e-06;;;
2019-06-25 19:35:00;-5.384502608695652e-07;-1.7916915652173914e-06;4.200636525147157;0.4438068038093646;8.168910058911648e-07;-2.261833742220359e-06;;;
2019-06-25 19:40:00;-5.917672006688963e-07;-1.1216369331103678e-06;4.2006422259866225;0.16861147387959868;2.0314013680257165e-07;-2.4858023179386e-06;;;
2019-06-25 19:45:00;-5.639627658862876e-07;-6.633033110367893e-07;4.200610166963211;0.050992854886287624;3.380839574922659e-08;-2.368987727252731e-06;;;
2019-06-25 19:50:00;-5.491099799331104e-07;-3.9038268896321065e-07;4.200568691444817;0.04832245029431438;1.8750494253513333e-08;-2.3065741284266795e-06;;;
2019-06-25 19:55:00;-5.394394515050166e-07;-2.550016421404682e-07;4.200533686976589;0.05343159525752508;1.3503012171611053e-08;-2.2659336686095384e-06;;;
2019-06-25 20:00:00;-5.417131739130435e-07;-1.8237199331103679e-07;4.2005132163143815;0.06479383228093645;1.1811134886760168e-08;-2.2754733095321486e-06;;;
2019-06-25 20:05:00;-5.446604080267559e-07;-1.4731423076923075e-07;4.2004884870401344;0.06455510635117058;9.49597000267858e-09;-2.28783974764734e-06;;;
2019-06-25 20:10:00;-5.45540287625418e-07;-1.2958368561872909e-07;4.200506698411371;0.06422241677591974;8.3162192745322e-09;-2.291545554191301e-06;;;
2019-06-25 20:15:00;-5.462582575250835e-07;-1.2061384280936455e-07;4.200589830759197;0.06409733464882943;7.723982920381508e-09;-2.294606806239516e-06;;;
2019-06-25 20:20:00;-5.416581672240803e-07;-1.1592808695652173e-07;4.200626606244148;0.06375908430434783;7.382933756230989e-09;-2.2753037405226435e-06;;;
2019-06-25 20:25:00;-5.41350525083612e-07;-1.1439992976588629e-07;4.2006647659699;0.06360695593645485;7.268914447879177e-09;-2.2740321021099385e-06;;;
2019-06-25 20:30:00;-5.407264113712374e-07;-1.1197902341137123e-07;4.200663102722409;0.06357760016053511;7.112002107970214e-09;-2.2714093519889725e-06;;;
2019-06-25 20:35:00;-5.39226558528428e-07;-1.1116782943143813e-07;4.200611108568562;0.06369208396989967;7.073443379027776e-09;-2.2650810629212032e-06;;;
2019-06-25 20:40:00;-5.452263143812709e-07;-1.1072132441471571e-07;4.200583171531773;0.06358648686287625;7.0332493877963746e-09;-2.290268421484308e-06;;;
2019-06-25 20:45:00;-5.477171204013378e-07;-1.104344515050167e-07;4.200558807170569;0.06367619657859531;7.023425625003829e-09;-2.3007179772465985e-06;;;
2019-06-25 20:50:00;-5.458797725752507e-07;-1.0970735117056855e-07;4.20054101741806;0.06383332592307693;6.990703363737307e-09;-2.2929903337851503e-06;;;
2019-06-25 20:55:00;-5.48616983277592e-07;-1.1064657859531771e-07;4.200515928314382;0.06376183001337793;7.042278357652872e-09;-2.30447445474047e-06;;;
2019-06-25 21:00:00;-5.440681739130435e-07;-1.107492508361204e-07;4.200508513183947;0.06377596396989967;7.055780053017545e-09;-2.285362959801785e-06;;;
2019-06-25 21:05:00;-5.470881610738254e-07;-1.1106834563758389e-07;4.200504882496644;0.06374309259395973;7.071657939301839e-09;-2.2980465082223445e-06;;;
2019-06-25 21:10:00;-5.464372140468228e-07;-1.1067620735785952e-07;4.200500479842809;0.06395614246153847;7.072130466676652e-09;-2.295309853288396e-06;;;
2019-06-25 21:15:00;-5.450997993311037e-07;-1.100970735785953e-07;4.200492494371238;0.06381258282274248;7.017329415287765e-09;-2.2896876502749695e-06;;;
2019-06-25 21:20:00;-5.486375986622073e-07;-1.0999153846153845e-07;4.200484559200669;0.0639479653812709;7.023810104342435e-09;-2.304543737673654e-06;;;
2019-06-25 21:25:00;-5.435236889632106e-07;-1.1071249498327759e-07;4.200572418695653;0.0637725624381271;7.051919621344708e-09;-2.2831105351576676e-06;;;
