ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
0;0.000000;0.000000;510.000000;0.000000;0;0.000000;
3;0.000000;0.000000;510.000000;0.000000;0;0.000000;
7;0.000000;0.000000;510.000000;0.000000;0;0.000000;
10;0.000000;0.000000;510.000000;0.000000;0;0.000000;
14;0.000000;0.000000;510.000000;0.000000;0;0.000000;
18;0.000000;0.000000;510.000000;0.000000;0;0.000000;
21;0.000000;0.000000;510.000000;0.000000;0;0.000000;
25;0.000000;0.000000;510.000000;4.300000;1;0.430000;gr_sensing_LC_con02,
29;0.000000;0.500000;509.500000;4.300000;1;0.430000;gr_sensing_LC_con02,
32;0.000000;0.500000;509.000000;4.300000;1;0.430000;gr_sensing_LC_con02,
36;0.000000;0.500000;508.500000;4.300000;1;0.430000;gr_sensing_LC_con02,
39;0.000000;0.500000;508.000000;4.300000;1;0.430000;gr_sensing_LC_con02,
43;0.000000;0.500000;507.500000;4.300000;1;0.430000;gr_sensing_LC_con02,
46;0.000000;0.500000;507.000000;4.300000;1;0.430000;gr_sensing_LC_con02,
50;0.000000;0.500000;506.500000;4.300000;1;0.430000;gr_sensing_LC_con02,
54;0.000000;0.500000;506.000000;4.300000;1;0.430000;gr_sensing_LC_con02,
58;0.000000;0.500000;505.500000;4.300000;1;0.430000;gr_sensing_LC_con02,
60;0.000000;0.500000;505.000000;4.300000;1;0.430000;gr_sensing_LC_con02,
64;0.000000;0.500000;504.500000;0.000000;0;0.000000;
67;0.000000;0.000000;504.500000;0.000000;0;0.000000;
71;0.000000;0.000000;504.500000;0.000000;0;0.000000;
74;0.000000;0.000000;504.500000;0.000000;0;0.000000;
78;0.000000;0.000000;504.500000;0.000000;0;0.000000;
82;0.000000;0.000000;504.500000;3.600000;1;0.064000;gr_sensing_LC_con02,
85;0.000000;0.500000;504.000000;3.600000;1;0.064000;gr_sensing_LC_con02,
89;0.000000;0.500000;503.500000;3.600000;1;0.064000;gr_sensing_LC_con02,
92;0.000000;0.500000;503.000000;3.600000;1;0.064000;gr_sensing_LC_con02,
