ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
0;0.000000;0.000000;510.000000;0.000000;0;0.000000;
3;0.000000;0.000000;510.000000;0.000000;0;0.000000;
7;0.000000;0.000000;510.000000;0.000000;0;0.000000;
10;0.000000;0.000000;510.000000;0.000000;0;0.000000;
14;0.000000;0.000000;510.000000;0.000000;0;0.000000;
18;0.000000;0.000000;510.000000;0.000000;0;0.000000;
21;0.000000;0.000000;510.000000;0.000000;0;0.000000;
25;0.000000;0.000000;510.000000;0.000000;0;0.000000;
29;0.000000;0.000000;510.000000;0.000000;0;0.000000;
32;0.000000;0.000000;510.000000;0.000000;0;0.000000;
36;0.000000;0.000000;510.000000;1.716000;1;0.781733;gr_sensing_SM_con03,
39;0.000000;0.030000;509.970000;1.716000;1;0.781733;gr_sensing_SM_con03,
43;0.000000;0.030000;509.940000;1.716000;1;0.781733;gr_sensing_SM_con03,
47;0.000000;0.030000;509.910000;1.716000;1;0.781733;gr_sensing_SM_con03,
50;0.000000;0.030000;509.880000;1.716000;1;0.781733;gr_sensing_SM_con03,
54;0.000000;0.030000;509.850000;1.716000;1;0.781733;gr_sensing_SM_con03,
58;0.000000;0.030000;509.820000;1.716000;1;0.781733;gr_sensing_SM_con03,
60;0.000000;0.030000;509.790000;1.716000;1;0.781733;gr_sensing_SM_con03,
64;0.000000;0.030000;509.760000;1.716000;1;0.781733;gr_sensing_SM_con03,
67;0.000000;0.030000;509.730000;1.716000;1;0.781733;gr_sensing_SM_con03,
71;0.000000;0.030000;509.700000;1.716000;1;0.781733;gr_sensing_SM_con03,
75;0.000000;0.030000;509.670000;1.716000;1;0.781733;gr_sensing_SM_con03,
78;0.000000;0.030000;509.640000;1.716000;1;0.781733;gr_sensing_SM_con03,
82;0.000000;0.030000;509.610000;1.716000;1;0.781733;gr_sensing_SM_con03,
85;0.000000;0.030000;509.580000;1.716000;1;0.781733;gr_sensing_SM_con03,
89;0.000000;0.030000;509.550000;1.716000;1;0.781733;gr_sensing_SM_con03,
93;0.000000;0.030000;509.520000;1.716000;1;0.781733;gr_sensing_SM_con03,
