0;0:0;0;0;0;0
0;0:0;0;0;0;0
113;1:54;72;0;16;32
289;4:53;72;0;16;29
405;6:51;72;0;16;0
495;8:23;77;0;17;21
583;9:52;69;0;16;23
675;11:26;80;0;18;44
769;13:2;71;0;16;44
858;14:32;71;0;16;40
944;15:59;72;0;16;36
1034;17:31;72;0;16;48
1140;19:19;88;0;21;61
1221;20:41;68;0;16;48
1312;22:14;71;0;16;46
1437;0:21;77;0;17;41
1546;2:12;72;0;16;22
1656;4:4;70;0;16;16
1778;6:8;72;0;16;24
1869;7:40;73;0;16;22
1973;9:26;70;0;16;30
2081;11:16;76;0;17;39
2168;12:44;73;0;16;38
2268;14:26;83;0;18;49
2362;16:2;71;0;16;44
2462;17:43;81;0;18;53
2552;19:15;76;0;18;52
2634;20:38;69;0;16;48
2733;22:19;72;0;16;37
2879;0:47;73;0;16;16
3019;3:10;72;0;16;32
