0;0:0;0;0;0;0
0;0:0;0;0;0;0
109;1:50;77;0;17;29
257;4:21;73;0;16;20
396;6:42;72;0;16;0
514;8:42;73;0;16;21
621;10:31;68;0;16;36
719;12:11;70;0;16;35
823;13:56;90;0;20;60
944;15:59;81;0;18;42
1029;17:26;72;0;16;48
1123;19:2;76;0;18;51
1203;20:23;67;0;16;48
1286;21:47;70;0;16;42
1410;23:53;77;0;17;38
1501;1:26;73;0;16;13
1604;3:11;71;0;16;22
1697;4:45;70;0;16;11
1907;8:19;71;0;16;36
2005;9:58;72;0;16;32
2095;11:30;77;0;17;40
2204;13:21;73;0;16;34
2300;14:58;73;0;16;45
2390;16:30;77;0;17;51
2476;17:57;72;0;16;44
2577;19:40;71;0;17;51
2661;21:6;72;0;16;42
2770;22:56;77;0;17;35
2864;0:32;72;0;16;16
