Ticks;Time;Duration;State;Cycles;Updates;Expected;Reward
0;0:0;0;0;0;0;50;1.000000
0;0:0;0;0;0;0;50;0.000000
109;1:50;77;0;21;44;50;1.000000
265;4:29;76;0;21;44;50;1.000000
354;5:59;78;0;21;42;50;1.000000
431;7:18;75;0;21;42;50;1.000000
550;9:19;76;0;21;42;50;1.000000
637;10:47;77;0;21;42;50;1.000000
715;12:7;75;0;21;42;50;1.000000
800;13:33;78;0;21;42;50;1.000000
882;14:56;78;0;21;42;50;1.000000
962;16:18;77;0;21;42;50;1.000000
1068;18:6;78;0;21;42;50;1.000000
1156;19:35;78;0;21;44;50;1.000000
1237;20:57;77;0;21;44;50;1.000000
1329;22:31;78;0;21;44;50;1.000000
1528;1:53;74;0;21;44;50;1.000000
1614;3:21;76;0;21;44;50;1.000000
1696;4:44;78;0;21;44;50;1.000000
1813;6:43;78;0;21;44;50;1.000000
1894;8:6;78;0;21;44;50;1.000000
1983;9:36;78;0;21;44;50;1.000000
2065;11:0;78;0;21;44;50;1.000000
2161;12:37;78;0;21;44;50;1.000000
2262;14:20;77;0;21;42;50;1.000000
2344;15:43;78;0;21;42;50;1.000000
2429;17:10;78;0;21;42;50;1.000000
2511;18:33;75;0;21;42;50;1.000000
2593;19:56;75;0;21;42;50;1.000000
2739;22:25;78;0;21;42;50;1.000000
2836;0:4;76;0;21;42;50;1.000000
2920;1:29;77;0;21;42;50;1.000000
3076;4:8;77;0;21;42;50;1.000000
3257;7:12;77;0;21;42;50;1.000000
3353;8:49;78;0;21;42;50;1.000000
3435;10:13;78;0;21;42;50;1.000000
3523;11:42;78;0;21;42;50;1.000000
3603;13:4;73;0;21;42;50;1.000000
3701;14:43;74;0;21;42;50;1.000000
3785;16:9;77;0;21;42;50;1.000000
3874;17:39;78;0;21;42;50;1.000000
3963;19:10;78;0;21;42;50;1.000000
4044;20:32;78;0;21;42;50;1.000000
4131;22:1;77;0;21;42;50;1.000000
4213;23:24;78;0;21;42;50;1.000000
4311;1:4;77;0;21;42;50;1.000000
4442;3:17;77;0;21;42;50;1.000000
4524;4:40;79;0;21;42;50;1.000000
4619;6:17;75;0;21;42;50;1.000000
4721;8:1;74;0;21;42;50;1.000000
4801;9:22;77;0;21;42;50;1.000000
4881;10:43;76;0;21;42;50;1.000000
4963;12:7;75;0;21;42;50;1.000000
5061;13:46;77;0;21;42;50;1.000000
5135;15:2;71;0;21;42;50;1.000000
5221;16:29;78;0;21;42;50;1.000000
5302;17:51;78;0;21;42;50;1.000000
5381;19:12;76;0;21;42;50;1.000000
5460;20:32;76;0;21;42;50;1.000000
5517;21:30;43;0;21;42;50;1.000000
5688;0:24;78;0;21;44;50;1.000000
5778;1:55;76;0;21;44;50;1.000000
5857;3:16;74;0;21;44;50;1.000000
5937;4:37;74;0;21;44;50;1.000000
6063;6:45;80;0;21;44;50;1.000000
6164;8:28;79;0;21;44;50;1.000000
6273;10:19;79;0;21;44;50;1.000000
6368;11:55;81;0;21;44;50;1.000000
6455;13:24;78;0;21;44;50;1.000000
6539;14:49;80;0;21;44;50;1.000000
6629;16:21;77;0;21;44;50;1.000000
6712;17:45;80;0;21;44;50;1.000000
6769;18:43;53;0;21;44;50;1.000000
6801;19:16;30;0;21;42;50;1.000000
6865;20:21;64;0;21;44;50;1.000000
6946;21:43;63;0;21;44;50;1.000000
7045;23:24;69;0;21;44;50;1.000000
7134;0:54;73;0;21;44;50;1.000000
7316;3:59;73;0;21;44;50;1.000000
7404;5:29;72;0;21;44;50;1.000000
7512;7:19;75;0;21;44;50;1.000000
7603;8:51;74;0;21;44;50;1.000000
7686;10:16;76;0;21;44;50;1.000000
7808;12:20;77;0;21;44;50;1.000000
7889;13:42;77;0;21;44;50;1.000000
7972;15:7;76;0;21;44;50;1.000000
8055;16:31;76;0;21;44;50;1.000000
8139;17:56;77;0;21;44;50;1.000000
8219;19:18;77;0;21;44;50;1.000000
8327;21:8;76;0;21;44;50;1.000000
8429;22:51;77;0;21;44;50;1.000000
8516;0:20;77;0;21;44;50;1.000000
8628;2:14;75;0;21;44;50;1.000000
8778;4:46;77;0;21;44;50;1.000000
8883;6:33;77;0;21;44;50;1.000000
8973;8:5;76;0;21;44;50;1.000000
9054;9:27;78;0;21;44;50;1.000000
9141;10:55;77;0;21;44;50;1.000000
9224;12:20;77;0;21;44;50;1.000000
9312;13:49;77;0;21;44;50;1.000000
9392;15:11;76;0;21;44;50;1.000000
9490;16:50;77;0;21;44;50;1.000000
9576;18:18;76;0;21;44;50;1.000000
9662;19:45;75;0;21;44;50;1.000000
9742;21:7;76;0;21;44;50;1.000000
9875;23:22;77;0;21;44;50;1.000000
10000;1:29;77;0;21;44;50;1.000000
10088;2:58;77;0;21;44;50;1.000000
10256;5:49;77;0;21;44;50;1.000000
10395;8:11;76;0;21;44;50;1.000000
10476;9:33;78;0;21;44;50;1.000000
10560;10:58;77;0;21;44;50;1.000000
10642;12:22;76;0;21;44;50;1.000000
10721;13:42;76;0;21;44;50;1.000000
10801;15:4;77;0;21;44;50;1.000000
10881;16:25;77;0;21;44;50;1.000000
10962;17:47;77;0;21;44;50;1.000000
11045;19:12;76;0;21;44;50;1.000000
11129;20:37;77;0;21;44;50;1.000000
11228;22:18;77;0;21;44;50;1.000000
11329;0:1;76;0;21;44;50;1.000000
11480;2:34;77;0;21;44;50;1.000000
11566;4:2;76;0;21;44;50;1.000000
11648;5:25;75;0;21;44;50;1.000000
11833;8:33;77;0;21;44;50;1.000000
11918;9:59;77;0;21;44;50;1.000000
11997;11:20;77;0;21;44;50;1.000000
12081;12:45;80;0;21;44;50;1.000000
12161;14:7;76;0;21;44;50;1.000000
12242;15:29;78;0;21;44;50;1.000000
12329;16:57;77;0;21;44;50;1.000000
12409;18:19;77;0;21;44;50;1.000000
12490;19:41;77;0;21;44;50;1.000000
12577;21:10;77;0;21;44;50;1.000000
12710;23:25;78;0;21;44;50;1.000000
12833;1:30;77;0;21;44;50;1.000000
12914;2:52;77;0;21;44;50;1.000000
13036;4:56;78;0;21;44;50;1.000000
13203;7:46;77;0;21;44;50;1.000000
13297;9:22;77;0;21;44;50;1.000000
13378;10:44;77;0;21;44;50;1.000000
13461;12:9;76;0;21;44;50;1.000000
13545;13:34;77;0;21;44;50;1.000000
13632;15:3;76;0;21;44;50;1.000000
13716;16:28;77;0;21;44;50;1.000000
13798;17:51;75;0;21;44;50;1.000000
13878;19:13;76;0;21;44;50;1.000000
13958;20:34;77;0;21;44;50;1.000000
14042;21:59;77;0;21;44;50;1.000000
14129;23:28;77;0;21;44;50;1.000000
14233;1:14;76;0;21;44;50;1.000000
14318;2:40;77;0;21;44;50;1.000000
14401;4:5;76;0;21;44;50;1.000000
14523;6:9;76;0;21;44;50;1.000000
14607;7:34;77;0;21;44;50;1.000000
14711;9:20;77;0;21;44;50;1.000000
14798;10:48;80;0;21;44;50;1.000000
14878;12:10;73;0;21;44;50;1.000000
14966;13:39;77;0;21;44;50;1.000000
15052;15:7;76;0;21;44;50;1.000000
15137;16:33;77;0;21;44;50;1.000000
15223;18:1;76;0;21;44;50;1.000000
15311;19:30;76;0;21;44;50;1.000000
15392;20:52;77;0;21;44;50;1.000000
15506;22:48;76;0;21;44;50;1.000000
15599;0:23;77;0;21;44;50;1.000000
15700;2:6;76;0;21;44;50;1.000000
15781;3:28;77;0;21;44;50;1.000000
15891;5:20;75;0;21;44;50;1.000000
15982;6:52;77;0;21;44;50;1.000000
16117;9:10;76;0;21;44;50;1.000000
16197;10:31;77;0;21;44;50;1.000000
16282;11:57;78;0;21;44;50;1.000000
16361;13:18;77;0;21;44;50;1.000000
16446;14:44;78;0;21;44;50;1.000000
16528;16:8;75;0;21;44;50;1.000000
16609;17:30;77;0;21;44;50;1.000000
16693;18:55;77;0;21;44;50;1.000000
16773;20:17;76;0;21;44;50;1.000000
16891;22:17;76;0;21;44;50;1.000000
16970;23:37;75;0;21;44;50;1.000000
17063;1:12;76;0;21;44;50;1.000000
17165;2:55;77;0;21;44;50;1.000000
17307;5:20;76;0;21;44;50;1.000000
17401;6:55;76;0;21;44;50;1.000000
17497;8:33;76;0;21;44;50;1.000000
17577;9:54;76;0;21;44;50;1.000000
17657;11:16;76;0;21;44;50;1.000000
17737;12:37;77;0;21;44;50;1.000000
17820;14:2;76;0;21;44;50;1.000000
17900;15:23;77;0;21;44;50;1.000000
17978;16:42;75;0;21;44;50;1.000000
18067;18:13;76;0;21;44;50;1.000000
18154;19:41;76;0;21;44;50;1.000000
18241;21:10;76;0;21;44;50;1.000000
18332;22:42;76;0;21;44;50;1.000000
18499;1:32;77;0;21;44;50;1.000000
18580;2:54;77;0;21;44;50;1.000000
18712;5:9;76;0;21;44;50;1.000000
18830;7:9;76;0;21;44;50;1.000000
18965;9:26;76;0;21;44;50;1.000000
19054;10:56;75;0;21;44;50;1.000000
19182;13:7;76;0;21;44;50;1.000000
19287;14:53;77;0;21;44;50;1.000000
19370;16:18;77;0;21;42;50;1.000000
19461;17:50;77;0;21;42;50;1.000000
19540;19:11;76;0;21;42;50;1.000000
19631;20:43;76;0;21;42;50;1.000000
19725;22:19;77;0;21;42;50;1.000000
19805;23:40;77;0;21;42;50;1.000000
19902;1:19;77;0;21;42;50;1.000000
19982;2:40;77;0;21;42;50;1.000000
20072;4:12;73;0;21;42;50;1.000000
20156;5:37;77;0;21;42;50;1.000000
20309;8:13;76;0;21;42;50;1.000000
20397;9:42;77;0;21;42;50;1.000000
20487;11:14;76;0;21;42;50;1.000000
20570;12:38;76;0;21;42;50;1.000000
