ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
0;0.000000;0.000000;510.000000;0.000000;0;0.000000;
5;0.000000;0.000000;510.000000;0.000000;0;0.000000;
10;0.000000;0.000000;510.000000;0.000000;0;0.000000;
15;0.000000;0.000000;510.000000;0.000000;0;0.000000;
20;0.000000;0.000000;510.000000;0.000000;0;0.000000;
25;0.000000;0.000000;510.000000;0.000000;0;0.000000;
30;0.000000;0.000000;510.000000;0.000000;0;0.000000;
35;0.000000;0.000000;510.000000;9.000000;1;0.100000;gr_sensing_SM_con03,
40;0.000000;0.300000;509.700000;9.000000;1;0.100000;gr_sensing_SM_con03,
45;0.000000;0.300000;509.400000;9.000000;1;0.100000;gr_sensing_SM_con03,
50;0.000000;0.300000;509.100000;9.000000;1;0.100000;gr_sensing_SM_con03,
55;0.000000;0.300000;508.800000;9.000000;1;0.100000;gr_sensing_SM_con03,
59;0.000000;0.300000;508.500000;9.000000;1;0.100000;gr_sensing_SM_con03,
64;0.000000;0.300000;508.200000;9.000000;1;0.100000;gr_sensing_SM_con03,
69;0.000000;0.300000;507.900000;9.000000;1;0.100000;gr_sensing_SM_con03,
74;0.000000;0.300000;507.600000;9.000000;1;0.100000;gr_sensing_SM_con03,
79;0.000000;0.300000;507.300000;9.000000;1;0.100000;gr_sensing_SM_con03,
84;0.000000;0.300000;507.000000;9.000000;1;0.100000;gr_sensing_SM_con03,
89;0.000000;0.300000;506.700000;9.000000;1;0.100000;gr_sensing_SM_con03,
94;0.000000;0.300000;506.400000;9.000000;1;0.100000;gr_sensing_SM_con03,
99;0.000000;0.300000;506.100000;9.000000;1;0.100000;gr_sensing_SM_con03,
104;0.000000;0.300000;505.800000;9.000000;1;0.100000;gr_sensing_SM_con03,
110;0.000000;0.300000;505.500000;9.000000;1;0.100000;gr_sensing_SM_con03,
115;0.000000;0.300000;505.200000;0.000000;0;0.000000;
119;0.000000;0.000000;505.200000;0.000000;0;0.000000;
124;0.000000;0.000000;505.200000;0.000000;0;0.000000;
129;0.000000;0.000000;505.200000;0.000000;0;0.000000;
134;0.000000;0.000000;505.200000;0.000000;0;0.000000;
139;0.000000;0.000000;505.200000;0.000000;0;0.000000;
144;0.000000;0.000000;505.200000;0.000000;0;0.000000;
149;0.000000;0.000000;505.200000;0.000000;0;0.000000;
154;0.000000;0.000000;505.200000;0.000000;0;0.000000;
