ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
746;0.322331;0.150000;520.807909;7.050000;1;0.595556
750;0.313397;0.150000;520.971306;7.050000;1;0.595556
754;0.300604;0.150000;521.121910;7.050000;1;0.595556
759;0.311822;0.150000;521.283732;7.050000;1;0.595556
763;0.316567;0.150000;521.450299;6.150000;1;0.531047
767;0.321607;0.150000;521.621905;6.150000;1;0.531047
770;0.197915;0.150000;521.669820;6.150000;1;0.531047
775;0.180716;0.150000;521.700536;6.150000;1;0.531047
779;0.188286;0.150000;521.738822;6.150000;1;0.531047
783;0.181310;0.150000;521.770132;6.150000;1;0.531047
788;0.187195;0.150000;521.807327;4.650000;1;0.406405
793;0.183191;0.150000;521.840518;4.650000;1;0.406405
797;0.186768;0.150000;521.877286;4.650000;1;0.406405
802;0.185437;0.150000;521.912723;4.650000;1;0.406405
806;0.195619;0.150000;521.958342;4.650000;1;0.406405
811;0.184627;0.150000;521.992969;6.150000;1;0.539924
815;0.183864;0.150000;522.026832;6.150000;1;0.539924
820;0.180143;0.150000;522.056975;6.150000;1;0.539924
824;0.195278;0.150000;522.102253;6.150000;1;0.539924
828;0.121937;0.150000;522.074190;6.150000;1;0.539924
833;0.130239;0.150000;522.054428;6.150000;1;0.539924
837;0.122455;0.150000;522.026883;5.250000;1;0.461953
842;0.127808;0.150000;522.004691;5.250000;1;0.461953
847;0.128690;0.150000;521.983381;5.250000;1;0.461953
852;0.123750;0.150000;521.957131;5.250000;1;0.461953
856;0.125528;0.150000;521.932659;5.250000;1;0.461953
861;0.123047;0.150000;521.905706;6.000000;1;0.526435
866;0.129535;0.150000;521.885241;6.000000;1;0.526435
870;0.125675;0.150000;521.860916;6.000000;1;0.526435
875;0.123426;0.150000;521.834342;6.000000;1;0.526435
880;0.120651;0.150000;521.804993;6.000000;1;0.526435
884;0.131141;0.150000;521.786134;6.000000;1;0.526435
888;0.060022;0.150000;521.696156;7.350000;1;0.642629
892;0.063023;0.150000;521.609179;7.350000;1;0.642629
897;0.065889;0.150000;521.525067;7.350000;1;0.642629
902;0.062638;0.150000;521.437706;7.350000;1;0.642629
906;0.062377;0.150000;521.350083;7.350000;1;0.642629
911;0.063320;0.150000;521.263403;6.000000;1;0.518971
916;0.061453;0.150000;521.174856;6.000000;1;0.518971
920;0.063088;0.150000;521.087944;6.000000;1;0.518971
925;0.063728;0.150000;521.001672;6.000000;1;0.518971
929;0.061258;0.150000;520.912930;6.000000;1;0.518971
934;0.061702;0.150000;520.824632;6.000000;1;0.518971
939;0.063486;0.150000;520.738118;6.450000;1;0.550271
943;0.061225;0.150000;520.649342;6.450000;1;0.550271
947;0.000000;0.150000;520.499342;6.450000;1;0.550271
951;0.000000;0.150000;520.349342;6.450000;1;0.550271
956;0.000000;0.150000;520.199342;6.450000;1;0.550271
961;0.000000;0.150000;520.049342;0.000000;1;-0.133668
966;0.000000;0.000000;520.049342;0.000000;1;-0.133668
970;0.000000;0.000000;520.049342;0.000000;1;-0.133668
975;0.000000;0.000000;520.049342;0.000000;1;-0.133668
980;0.000000;0.000000;520.049342;0.000000;1;-0.133668
984;0.000000;0.000000;520.049342;0.000000;1;-0.133668
989;0.000000;0.000000;520.049342;6.300000;1;0.525775
994;0.000000;0.150000;519.899342;6.300000;1;0.525775
998;0.000000;0.150000;519.749342;6.300000;1;0.525775
1003;0.000000;0.150000;519.599342;6.300000;1;0.525775
1006;0.000000;0.150000;519.449342;6.300000;1;0.525775
1011;0.000000;0.150000;519.299342;0.600000;1;0.129151
1015;0.000000;0.150000;519.149342;0.600000;1;0.129151
1020;0.000000;0.150000;518.999342;0.600000;1;0.129151
1025;0.000000;0.150000;518.849342;0.600000;1;0.129151
1029;0.000000;0.150000;518.699342;0.600000;1;0.129151
1034;0.000000;0.150000;518.549342;0.600000;1;0.129151
1039;0.000000;0.150000;518.399342;6.300000;1;0.500365
1043;0.000000;0.150000;518.249342;6.300000;1;0.500365
1048;0.000000;0.150000;518.099342;6.300000;1;0.500365
1053;0.000000;0.150000;517.949342;6.300000;1;0.500365
1058;0.000000;0.150000;517.799342;6.300000;1;0.500365
1062;0.000000;0.150000;517.649342;0.000000;1;-0.143264
1066;0.000000;0.000000;517.649342;0.000000;1;-0.143264
1071;0.000000;0.000000;517.649342;0.000000;1;-0.143264
1075;0.000000;0.000000;517.649342;0.000000;1;-0.143264
1080;0.000000;0.000000;517.649342;0.000000;1;-0.143264
1085;0.000000;0.000000;517.649342;0.000000;1;-0.143264
1089;0.000000;0.000000;517.649342;5.700000;1;0.437042
1094;0.000000;0.150000;517.499342;5.700000;1;0.437042
1099;0.000000;0.150000;517.349342;5.700000;1;0.437042
1103;0.000000;0.150000;517.199342;5.700000;1;0.437042
1108;0.000000;0.150000;517.049342;5.700000;1;0.437042
1113;0.000000;0.150000;516.899342;5.700000;1;0.437042
1117;0.000000;0.150000;516.749342;7.350000;1;0.545072
1121;0.000000;0.150000;516.599342;7.350000;1;0.545072
1126;0.000000;0.150000;516.449342;7.350000;1;0.545072
1130;0.000000;0.150000;516.299342;7.350000;1;0.545072
1135;0.000000;0.150000;516.149342;7.350000;1;0.545072
1140;0.000000;0.150000;515.999342;5.700000;1;0.407044
1144;0.000000;0.150000;515.849342;5.700000;1;0.407044
1149;0.000000;0.150000;515.699342;5.700000;1;0.407044
1154;0.000000;0.150000;515.549342;5.700000;1;0.407044
1158;0.000000;0.150000;515.399342;5.700000;1;0.407044
1163;0.000000;0.150000;515.249342;5.700000;1;0.407044
1168;0.000000;0.150000;515.099342;7.500000;1;0.508176
1172;0.000000;0.150000;514.949342;7.500000;1;0.508176
1177;0.000000;0.150000;514.799342;7.500000;1;0.508176
1180;0.000000;0.150000;514.649342;7.500000;1;0.508176
1185;0.000000;0.150000;514.499342;7.500000;1;0.508176
1190;0.000000;0.150000;514.349342;5.100000;1;0.328260
1194;0.000000;0.150000;514.199342;5.100000;1;0.328260
1199;0.000000;0.150000;514.049342;5.100000;1;0.328260
1204;0.000000;0.150000;513.899342;5.100000;1;0.328260
1208;0.000000;0.150000;513.749342;5.100000;1;0.328260
1213;0.000000;0.150000;513.599342;5.100000;1;0.328260
1217;0.000000;0.150000;513.449342;0.000000;1;-0.088240
1222;0.000000;0.000000;513.449342;0.000000;1;-0.088240
1227;0.000000;0.000000;513.449342;0.000000;1;-0.088240
1231;0.000000;0.000000;513.449342;0.000000;1;-0.088240
1236;0.000000;0.000000;513.449342;0.000000;1;-0.088240
1240;0.000000;0.000000;513.449342;7.200000;1;0.424658
1244;0.000000;0.150000;513.299342;7.200000;1;0.424658
1249;0.000000;0.150000;513.149342;7.200000;1;0.424658
1254;0.000000;0.150000;512.999342;7.200000;1;0.424658
1258;0.000000;0.150000;512.849342;7.200000;1;0.424658
1263;0.000000;0.150000;512.699342;7.200000;1;0.424658
1268;0.000000;0.150000;512.549342;7.350000;1;0.401230
1272;0.000000;0.150000;512.399342;7.350000;1;0.401230
1277;0.000000;0.150000;512.249342;7.350000;1;0.401230
1281;0.000000;0.150000;512.099342;7.350000;1;0.401230
1286;0.000000;0.150000;511.949342;7.350000;1;0.401230
1290;0.000000;0.150000;511.799342;7.350000;1;0.401230
1295;0.000000;0.150000;511.649342;7.350000;1;0.401230
1299;0.000000;0.150000;511.499342;7.350000;1;0.401230
1303;0.000000;0.150000;511.349342;7.350000;1;0.401230
1308;0.000000;0.150000;511.199342;7.350000;1;0.401230
1313;0.000000;0.150000;511.049342;7.350000;1;0.401230
1317;0.000000;0.150000;510.899342;7.350000;1;0.314802
1322;0.000000;0.150000;510.749342;7.350000;1;0.314802
1327;0.000000;0.150000;510.599342;7.350000;1;0.314802
1331;0.000000;0.150000;510.449342;7.350000;1;0.314802
1336;0.000000;0.150000;510.299342;7.350000;1;0.314802
1341;0.000000;0.150000;510.149342;0.000000;0;0.000000
1345;0.000000;0.000000;510.149342;0.000000;0;0.000000
1350;0.000000;0.000000;510.149342;0.000000;0;0.000000
1354;0.000000;0.000000;510.149342;0.000000;0;0.000000
1357;0.000000;0.000000;510.149342;0.000000;0;0.000000
1361;0.000000;0.000000;510.149342;0.000000;0;0.000000
1366;0.000000;0.000000;510.149342;6.750000;1;0.234932
1370;0.000000;0.150000;509.999342;6.750000;1;0.234932
1374;0.000000;0.150000;509.849342;6.750000;1;0.234932
1378;0.000000;0.150000;509.699342;6.750000;1;0.234932
1383;0.000000;0.150000;509.549342;6.750000;1;0.234932
1387;0.000000;0.150000;509.399342;5.850000;1;0.947392
1391;0.000000;0.150000;509.249342;5.850000;1;0.947392
1395;0.000000;0.150000;509.099342;5.850000;1;0.947392
1399;0.000000;0.150000;508.949342;5.850000;1;0.947392
1404;0.000000;0.150000;508.799342;5.850000;1;0.947392
1408;0.000000;0.150000;508.649342;5.850000;1;0.947392
1412;0.000000;0.150000;508.499342;0.000000;0;0.000000
1416;0.000000;0.000000;508.499342;0.000000;0;0.000000
1419;0.000000;0.000000;508.499342;0.000000;0;0.000000
1424;0.000000;0.000000;508.499342;0.000000;0;0.000000
1428;0.000000;0.000000;508.499342;0.000000;0;0.000000
1432;0.000000;0.000000;508.499342;0.000000;0;0.000000
1436;0.000000;0.000000;508.499342;0.000000;0;0.000000
1441;0.000000;0.000000;508.499342;0.000000;0;0.000000
1445;0.000000;0.000000;508.499342;0.000000;0;0.000000
1450;0.000000;0.000000;508.499342;0.000000;0;0.000000
1454;0.000000;0.000000;508.499342;0.000000;0;0.000000
1459;0.000000;0.000000;508.499342;0.000000;0;0.000000
1463;0.000000;0.000000;508.499342;0.000000;0;0.000000
1468;0.000000;0.000000;508.499342;0.000000;0;0.000000
1473;0.000000;0.000000;508.499342;0.000000;0;0.000000
1476;0.000000;0.000000;508.499342;0.000000;0;0.000000
1481;0.000000;0.000000;508.499342;0.000000;0;0.000000
1485;0.000000;0.000000;508.499342;0.000000;0;0.000000
1490;0.000000;0.000000;508.499342;0.000000;0;0.000000
1495;0.000000;0.000000;508.499342;0.000000;0;0.000000
1499;0.000000;0.000000;508.499342;0.000000;0;0.000000
1504;0.000000;0.000000;508.499342;0.000000;0;0.000000
1509;0.000000;0.000000;508.499342;0.000000;0;0.000000
1513;0.000000;0.000000;508.499342;0.000000;0;0.000000
1518;0.000000;0.000000;508.499342;0.000000;0;0.000000
1523;0.000000;0.000000;508.499342;0.000000;0;0.000000
1527;0.000000;0.000000;508.499342;0.000000;0;0.000000
1532;0.000000;0.000000;508.499342;3.450000;1;0.054086
1536;0.000000;0.150000;508.349342;3.450000;1;0.054086
1540;0.000000;0.150000;508.199342;3.450000;1;0.054086
1545;0.000000;0.150000;508.049342;3.450000;1;0.054086
1549;0.000000;0.150000;507.899342;3.450000;1;0.054086
1554;0.000000;0.150000;507.749342;3.450000;1;0.054086
1559;0.000000;0.150000;507.599342;7.350000;1;0.031532
1564;0.000000;0.150000;507.449342;7.350000;1;0.031532
1568;0.000000;0.150000;507.299342;7.350000;1;0.031532
1573;0.000000;0.150000;507.149342;7.350000;1;0.031532
1578;0.000000;0.150000;506.999342;7.350000;1;0.031532
1582;0.000000;0.150000;506.849342;0.000000;1;-0.032903
1587;0.000000;0.000000;506.849342;0.000000;1;-0.032903
1592;0.000000;0.000000;506.849342;0.000000;1;-0.032903
1595;0.000000;0.000000;506.849342;0.000000;1;-0.032903
1600;0.000000;0.000000;506.849342;0.000000;1;-0.032903
2098;0.000000;0.000000;506.849342;0.000000;1;-0.032903
2103;0.424378;0.000000;507.273720;0.000000;1;0.000000
2108;0.419820;0.000000;507.693540;0.000000;1;0.000000
2112;0.417417;0.000000;508.110957;0.000000;1;0.000000
2117;0.391233;0.000000;508.502190;0.000000;1;0.000000
2122;0.399929;0.000000;508.902118;0.000000;1;0.000000
2125;0.316317;0.000000;509.218435;0.000000;1;0.000000
2130;0.323007;0.000000;509.541443;0.000000;1;0.000000
2134;0.328500;0.000000;509.869942;0.000000;1;0.000000
2139;0.315116;0.000000;510.185059;0.000000;1;0.000000
2144;0.323614;0.000000;510.508673;0.000000;1;0.000000
2149;0.316053;0.000000;510.824726;6.000000;1;0.229043
2153;0.320185;0.150000;510.994911;6.000000;1;0.229043
2158;0.302790;0.150000;511.147701;6.000000;1;0.229043
2162;0.307410;0.150000;511.305111;6.000000;1;0.229043
2167;0.318637;0.150000;511.473748;6.000000;1;0.229043
2172;0.301490;0.150000;511.625238;6.000000;1;0.229043
2176;0.314873;0.150000;511.790111;6.000000;1;0.229043
2181;0.319262;0.150000;511.959373;6.000000;1;0.229043
2185;0.187662;0.150000;511.997035;6.000000;1;0.229043
2189;0.187410;0.150000;512.034445;6.000000;1;0.229043
2194;0.193877;0.150000;512.078322;6.000000;1;0.229043
2199;0.183128;0.150000;512.111450;6.000000;1;0.303242
2203;0.191082;0.150000;512.152532;6.000000;1;0.303242
2208;0.191215;0.150000;512.193747;6.000000;1;0.303242
2213;0.181798;0.150000;512.225545;6.000000;1;0.303242
2217;0.194114;0.150000;512.269660;6.000000;1;0.303242
2222;0.181875;0.150000;512.301534;6.000000;1;0.303242
2227;0.181637;0.150000;512.333171;5.100000;1;0.265418
2231;0.185435;0.150000;512.368606;5.100000;1;0.265418
2236;0.192503;0.150000;512.411109;5.100000;1;0.265418
2241;0.180943;0.150000;512.442052;5.100000;1;0.265418
2244;0.129344;0.150000;512.421397;5.100000;1;0.265418
2249;0.128470;0.150000;512.399867;6.300000;1;0.332811
2254;0.121225;0.150000;512.371091;6.300000;1;0.332811
2258;0.125977;0.150000;512.347068;6.300000;1;0.332811
2262;0.123589;0.150000;512.320658;6.300000;1;0.332811
2267;0.123638;0.150000;512.294296;6.300000;1;0.332811
2272;0.126388;0.150000;512.270684;6.300000;1;0.332811
2276;0.122190;0.150000;512.242874;0.000000;1;-0.207812
2281;0.124991;0.000000;512.367865;0.000000;1;-0.207812
2285;0.131688;0.000000;512.499554;0.000000;1;-0.207812
2290;0.124850;0.000000;512.624403;0.000000;1;-0.207812
2295;0.123442;0.000000;512.747845;0.000000;1;-0.207812
2299;0.124893;0.000000;512.872738;6.900000;1;0.378732
2303;0.061282;0.150000;512.784020;6.900000;1;0.378732
2308;0.064205;0.150000;512.698225;6.900000;1;0.378732
2312;0.064221;0.150000;512.612446;6.900000;1;0.378732
2317;0.063701;0.150000;512.526147;6.900000;1;0.378732
2322;0.061156;0.150000;512.437303;6.900000;1;0.378732
2326;0.065171;0.150000;512.352473;0.000000;0;0.000000
2331;0.061630;0.000000;512.414103;0.000000;0;0.000000
2335;0.063074;0.000000;512.477177;0.000000;0;0.000000
2340;0.064373;0.000000;512.541550;0.000000;0;0.000000
2345;0.062360;0.000000;512.603909;0.000000;0;0.000000
2349;0.063315;0.000000;512.667224;6.900000;1;0.372551
2354;0.064309;0.150000;512.581533;6.900000;1;0.372551
2358;0.063807;0.150000;512.495340;6.900000;1;0.372551
2362;0.000000;0.150000;512.345340;6.900000;1;0.372551
2367;0.000000;0.150000;512.195340;6.900000;1;0.372551
2371;0.000000;0.150000;512.045340;6.900000;1;0.372551
2376;0.000000;0.150000;511.895340;3.150000;1;0.158488
2381;0.000000;0.150000;511.745340;3.150000;1;0.158488
2385;0.000000;0.150000;511.595340;3.150000;1;0.158488
2390;0.000000;0.150000;511.445340;3.150000;1;0.158488
2395;0.000000;0.150000;511.295340;3.150000;1;0.158488
2399;0.000000;0.150000;511.145340;3.150000;1;0.158488
2404;0.000000;0.150000;510.995340;6.900000;1;0.300907
2409;0.000000;0.150000;510.845340;6.900000;1;0.300907
2413;0.000000;0.150000;510.695340;6.900000;1;0.300907
2418;0.000000;0.150000;510.545340;6.900000;1;0.300907
2422;0.000000;0.150000;510.395340;6.900000;1;0.300907
2427;0.000000;0.150000;510.245340;0.000000;0;0.000000
2431;0.000000;0.000000;510.245340;0.000000;0;0.000000
2436;0.000000;0.000000;510.245340;0.000000;0;0.000000
2440;0.000000;0.000000;510.245340;0.000000;0;0.000000
2445;0.000000;0.000000;510.245340;0.000000;0;0.000000
2450;0.000000;0.000000;510.245340;0.000000;0;0.000000
2454;0.000000;0.000000;510.245340;0.000000;1;0.038993
2459;0.000000;0.150000;510.095340;0.000000;1;0.038993
2464;0.000000;0.150000;509.945340;0.000000;1;0.038993
2469;0.000000;0.150000;509.795340;0.000000;1;0.038993
2473;0.000000;0.150000;509.645340;0.000000;1;0.038993
2478;0.000000;0.150000;509.495340;6.300000;1;0.186835
2482;0.000000;0.150000;509.345340;6.300000;1;0.186835
2486;0.000000;0.150000;509.195340;6.300000;1;0.186835
2491;0.000000;0.150000;509.045340;6.300000;1;0.186835
2496;0.000000;0.150000;508.895340;6.300000;1;0.186835
2500;0.000000;0.150000;508.745340;5.400000;1;0.112941
2505;0.000000;0.150000;508.595340;5.400000;1;0.112941
2510;0.000000;0.150000;508.445340;5.400000;1;0.112941
2514;0.000000;0.150000;508.295340;5.400000;1;0.112941
2519;0.000000;0.150000;508.145340;5.400000;1;0.112941
2524;0.000000;0.150000;507.995340;5.400000;1;0.112941
2528;0.000000;0.150000;507.845340;0.000000;1;-0.187609
2533;0.000000;0.000000;507.845340;0.000000;1;-0.187609
2537;0.000000;0.000000;507.845340;0.000000;1;-0.187609
2541;0.000000;0.000000;507.845340;0.000000;1;-0.187609
2546;0.000000;0.000000;507.845340;0.000000;1;-0.187609
2550;0.000000;0.000000;507.845340;6.150000;1;0.036095
2555;0.000000;0.150000;507.695340;6.150000;1;0.036095
2559;0.000000;0.150000;507.545340;6.150000;1;0.036095
2564;0.000000;0.150000;507.395340;6.150000;1;0.036095
2569;0.000000;0.150000;507.245340;6.150000;1;0.036095
2573;0.000000;0.150000;507.095340;6.150000;1;0.036095
2578;0.000000;0.150000;506.945340;0.000000;1;0.036095
