ticks;energyInput;energyConsumed;energyInBuffer;energyAllocated;currentlyPlaying;currentTotalBenefit
230;0.000000;0.150000;507.000000;6.900000;1;0.012105
234;0.000000;0.150000;506.850000;6.900000;1;0.012105
238;0.000000;0.150000;506.700000;6.900000;1;0.012105
243;0.000000;0.150000;506.550000;0.000000;1;-0.514925
247;0.000000;0.000000;506.550000;0.000000;1;-0.514925
252;0.000000;0.000000;506.550000;0.000000;1;-0.514925
257;0.000000;0.000000;506.550000;0.000000;1;-0.514925
261;0.000000;0.000000;506.550000;0.000000;1;-0.514925
266;0.000000;0.000000;506.550000;0.000000;1;0.000000
270;0.000000;0.000000;506.550000;0.000000;1;0.000000
275;0.000000;0.000000;506.550000;0.000000;1;0.000000
280;0.000000;0.000000;506.550000;0.000000;1;0.000000
284;0.000000;0.000000;506.550000;0.000000;1;0.000000
289;0.000000;0.000000;506.550000;0.000000;1;0.000000
293;0.000000;0.000000;506.550000;0.000000;1;0.000000
297;0.000000;0.000000;506.550000;0.000000;1;0.000000
302;0.000000;0.000000;506.550000;0.000000;1;0.000000
306;0.000000;0.000000;506.550000;0.000000;1;0.000000
311;0.000000;0.000000;506.550000;0.000000;1;0.000000
316;0.000000;0.000000;506.550000;0.000000;1;-0.081221
320;0.000000;0.000000;506.550000;0.000000;1;-0.081221
325;0.000000;0.000000;506.550000;0.000000;1;-0.081221
330;0.000000;0.000000;506.550000;0.000000;1;-0.081221
334;0.000000;0.000000;506.550000;0.000000;1;-0.081221
339;0.000000;0.000000;506.550000;0.000000;1;-0.081221
344;0.000000;0.000000;506.550000;0.000000;1;-0.008702
348;0.000000;0.000000;506.550000;0.000000;1;-0.008702
353;0.000000;0.000000;506.550000;0.000000;1;-0.008702
357;0.031948;0.000000;506.581948;0.000000;1;-0.008702
361;0.032569;0.000000;506.614517;0.000000;1;-0.008702
366;0.031165;0.000000;506.645682;0.000000;1;-0.074967
370;0.032369;0.000000;506.678051;0.000000;1;-0.074967
375;0.032001;0.000000;506.710053;0.000000;1;-0.074967
379;0.031382;0.000000;506.741435;0.000000;1;-0.074967
384;0.031637;0.000000;506.773071;0.000000;1;-0.074967
389;0.032559;0.000000;506.805630;0.000000;1;-0.074967
393;0.031179;0.000000;506.836809;0.000000;1;-0.087745
398;0.030466;0.000000;506.867275;0.000000;1;-0.087745
403;0.032535;0.000000;506.899809;0.000000;1;-0.087745
407;0.031927;0.000000;506.931737;0.000000;1;-0.087745
412;0.031323;0.000000;506.963059;0.000000;1;-0.087745
415;0.061100;0.000000;507.024159;0.150000;1;0.018458
420;0.065394;0.150000;506.939553;0.150000;1;0.018458
425;0.064617;0.150000;506.854170;0.150000;1;0.018458
429;0.061194;0.150000;506.765365;0.150000;1;0.018458
434;0.061293;0.150000;506.676658;0.150000;1;0.018458
439;0.062910;0.150000;506.589567;0.150000;1;0.018458
443;0.065714;0.150000;506.505281;3.000000;1;0.344735
448;0.063195;0.150000;506.418476;3.000000;1;0.344735
453;0.063815;0.150000;506.332292;3.000000;1;0.344735
457;0.063349;0.150000;506.245640;3.000000;1;0.344735
462;0.064670;0.150000;506.160310;3.000000;1;0.344735
466;0.060503;0.150000;506.070813;0.000000;1;-0.195724
471;0.062251;0.000000;506.133065;0.000000;1;-0.195724
474;0.091708;0.000000;506.224773;0.000000;1;-0.195724
479;0.092634;0.000000;506.317407;0.000000;1;-0.195724
484;0.097769;0.000000;506.415176;0.000000;1;-0.195724
488;0.094515;0.000000;506.509691;0.000000;1;-0.195724
493;0.095064;0.000000;506.604756;0.000000;1;-0.460851
498;0.092363;0.000000;506.697118;0.000000;1;-0.460851
502;0.090213;0.000000;506.787331;0.000000;1;-0.460851
507;0.096511;0.000000;506.883842;0.000000;1;-0.460851
512;0.090141;0.000000;506.973983;0.000000;1;-0.460851
516;0.090490;0.000000;507.064473;0.000000;1;-0.666764
521;0.090749;0.000000;507.155222;0.000000;1;-0.666764
526;0.092174;0.000000;507.247396;0.000000;1;-0.666764
530;0.090911;0.000000;507.338307;0.000000;1;-0.666764
534;0.094583;0.000000;507.432890;0.000000;1;-0.666764
539;0.095047;0.000000;507.527936;0.000000;1;-0.666764
543;0.094372;0.000000;507.622308;4.500000;1;0.002227
548;0.091418;0.150000;507.563727;4.500000;1;0.002227
553;0.095926;0.150000;507.509653;4.500000;1;0.002227
557;0.093991;0.150000;507.453644;4.500000;1;0.002227
562;0.093308;0.150000;507.396952;4.500000;1;0.002227
566;0.093899;0.150000;507.340851;2.100000;1;0.276099
571;0.092128;0.150000;507.282978;2.100000;1;0.276099
576;0.094965;0.150000;507.227944;2.100000;1;0.276099
580;0.092754;0.150000;507.170697;2.100000;1;0.276099
585;0.096897;0.150000;507.117595;2.100000;1;0.276099
590;0.093419;0.150000;507.061014;2.100000;1;0.276099
593;0.129862;0.150000;507.040876;3.150000;1;0.393888
598;0.123684;0.150000;507.014560;3.150000;1;0.393888
603;0.130109;0.150000;506.994669;3.150000;1;0.393888
607;0.126164;0.150000;506.970833;3.150000;1;0.393888
612;0.126393;0.150000;506.947226;3.150000;1;0.393888
617;0.126368;0.150000;506.923595;0.000000;1;-0.971611
621;0.127371;0.000000;507.050966;0.000000;1;-0.971611
626;0.129188;0.000000;507.180154;0.000000;1;-0.971611
631;0.123389;0.000000;507.303543;0.000000;1;-0.971611
635;0.131939;0.000000;507.435481;0.000000;1;-0.971611
640;0.128408;0.000000;507.563889;0.000000;1;-0.971611
644;0.126468;0.000000;507.690357;3.000000;1;0.003379
649;0.121139;0.150000;507.661496;3.000000;1;0.003379
653;0.131646;0.150000;507.643143;3.000000;1;0.003379
657;0.121165;0.150000;507.614308;3.000000;1;0.003379
662;0.126427;0.150000;507.590735;3.000000;1;0.003379
667;0.131186;0.150000;507.571921;3.300000;1;0.005260
671;0.129578;0.150000;507.551499;3.300000;1;0.005260
676;0.121080;0.150000;507.522578;3.300000;1;0.005260
681;0.129218;0.150000;507.501797;3.300000;1;0.005260
685;0.120750;0.150000;507.472547;3.300000;1;0.005260
690;0.120746;0.150000;507.443293;3.300000;1;0.005260
694;0.131818;0.150000;507.425111;2.250000;1;0.597714
699;0.128022;0.150000;507.403132;2.250000;1;0.597714
704;0.123931;0.150000;507.377064;2.250000;1;0.597714
708;0.123083;0.150000;507.350147;2.250000;1;0.597714
712;0.194426;0.150000;507.394573;2.250000;1;0.597714
716;0.190934;0.150000;507.435507;0.000000;1;-0.851976
721;0.186199;0.000000;507.621707;0.000000;1;-0.851976
725;0.181906;0.000000;507.803612;0.000000;1;-0.851976
729;0.193536;0.000000;507.997148;0.000000;1;-0.851976
734;0.194907;0.000000;508.192055;0.000000;1;-0.851976
738;0.190120;0.000000;508.382175;0.000000;1;-0.851976
742;0.187192;0.000000;508.569367;0.000000;1;-0.322112
746;0.187703;0.000000;508.757071;0.000000;1;-0.322112
750;0.181010;0.000000;508.938081;0.000000;1;-0.322112
755;0.187389;0.000000;509.125469;0.000000;1;-0.322112
759;0.188699;0.000000;509.314169;0.000000;1;-0.322112
763;0.189500;0.000000;509.503668;0.000000;1;-0.322112
767;0.190538;0.000000;509.694206;5.550000;1;0.156015
770;0.247903;0.150000;509.792109;5.550000;1;0.156015
775;0.242394;0.150000;509.884503;5.550000;1;0.156015
779;0.256642;0.150000;509.991145;5.550000;1;0.156015
783;0.259550;0.150000;510.100695;5.550000;1;0.156015
788;0.257199;0.150000;510.207893;0.000000;1;-0.207906
793;0.254845;0.000000;510.462738;0.000000;1;-0.207906
797;0.261142;0.000000;510.723880;0.000000;1;-0.207906
802;0.254132;0.000000;510.978012;0.000000;1;-0.207906
806;0.244147;0.000000;511.222160;0.000000;1;-0.207906
811;0.256032;0.000000;511.478192;0.000000;1;-0.207906
815;0.248409;0.000000;511.726601;4.650000;1;0.214884
820;0.255250;0.150000;511.831851;4.650000;1;0.214884
824;0.246758;0.150000;511.928609;4.650000;1;0.214884
828;0.287787;0.150000;512.066396;4.650000;1;0.214884
833;0.291345;0.150000;512.207741;4.650000;1;0.214884
837;0.270249;0.150000;512.327990;0.000000;1;-0.086011
842;0.285687;0.000000;512.613677;0.000000;1;-0.086011
847;0.284926;0.000000;512.898603;0.000000;1;-0.086011
852;0.270342;0.000000;513.168945;0.000000;1;-0.086011
856;0.282666;0.000000;513.451611;0.000000;1;-0.086011
861;0.288822;0.000000;513.740433;0.000000;1;-0.086011
866;0.289399;0.000000;514.029832;0.000000;1;-0.086011
870;0.280000;0.000000;514.309832;0.000000;1;-0.086011
875;0.281115;0.000000;514.590947;0.000000;1;-0.086011
880;0.292903;0.000000;514.883849;0.000000;1;-0.086011
884;0.276057;0.000000;515.159906;0.000000;1;-0.086011
888;0.467081;0.000000;515.626987;2.400000;1;0.161688
892;0.473980;0.150000;515.950967;2.400000;1;0.161688
897;0.480498;0.150000;516.281465;2.400000;1;0.161688
902;0.458278;0.150000;516.589744;2.400000;1;0.161688
907;0.465327;0.150000;516.905071;2.400000;1;0.161688
911;0.473335;0.150000;517.228406;2.400000;1;0.161688
916;0.454699;0.150000;517.533104;4.050000;1;0.304923
920;0.474329;0.150000;517.857434;4.050000;1;0.304923
925;0.494864;0.150000;518.202298;4.050000;1;0.304923
929;0.455896;0.150000;518.508194;4.050000;1;0.304923
934;0.454751;0.150000;518.812944;4.050000;1;0.304923
939;0.491228;0.150000;519.154172;0.000000;1;-0.342849
943;0.461225;0.000000;519.615397;0.000000;1;-0.342849
947;0.444710;0.000000;520.060107;0.000000;1;-0.342849
951;0.434021;0.000000;520.494128;0.000000;1;-0.342849
956;0.441557;0.000000;520.935685;0.000000;1;-0.342849
961;0.427581;0.000000;521.363266;0.000000;1;-0.342849
965;0.435009;0.000000;521.798275;0.000000;1;-0.126385
970;0.456797;0.000000;522.255072;0.000000;1;-0.126385
975;0.434918;0.000000;522.689990;0.000000;1;-0.126385
980;0.446486;0.000000;523.136476;0.000000;1;-0.126385
984;0.451937;0.000000;523.588413;0.000000;1;-0.126385
989;0.448554;0.000000;524.036967;6.300000;1;0.572920
994;0.421389;0.150000;524.308356;6.300000;1;0.572920
998;0.420468;0.150000;524.578824;6.300000;1;0.572920
1003;0.457192;0.150000;524.886016;6.300000;1;0.572920
1006;0.387804;0.150000;525.123820;6.300000;1;0.572920
1011;0.367875;0.150000;525.341695;6.300000;1;0.572920
1015;0.381807;0.150000;525.573502;0.000000;1;-0.106544
1020;0.372067;0.000000;525.945569;0.000000;1;-0.106544
1025;0.362739;0.000000;526.308308;0.000000;1;-0.106544
1029;0.367881;0.000000;526.676189;0.000000;1;-0.106544
1034;0.380563;0.000000;527.056752;0.000000;1;-0.106544
1039;0.372363;0.000000;527.429115;4.200000;1;1.524771
1043;0.365736;0.150000;527.644850;4.200000;1;1.524771
1048;0.374609;0.150000;527.869459;4.200000;1;1.524771
1053;0.378984;0.150000;528.098443;4.200000;1;1.524771
1058;0.373598;0.150000;528.322041;4.200000;1;1.524771
1062;0.369801;0.150000;528.541842;4.200000;1;1.524771
1066;0.290344;0.150000;528.682185;0.000000;1;-0.015766
1071;0.272493;0.000000;528.954679;0.000000;1;-0.015766
1075;0.295736;0.000000;529.250414;0.000000;1;-0.015766
1080;0.271634;0.000000;529.522049;0.000000;1;-0.015766
1085;0.273367;0.000000;529.795415;0.000000;1;-0.015766
1089;0.277149;0.000000;530.072564;4.200000;1;0.979039
1094;0.285832;0.150000;530.208396;4.200000;1;0.979039
1099;0.287618;0.150000;530.346014;4.200000;1;0.979039
1103;0.277481;0.150000;530.473496;4.200000;1;0.979039
1108;0.278859;0.150000;530.602355;4.200000;1;0.979039
1113;0.295513;0.150000;530.747867;4.200000;1;0.979039
1117;0.284137;0.150000;530.882005;1.800000;1;0.181459
1121;0.031602;0.150000;530.763607;1.800000;1;0.181459
1126;0.031119;0.150000;530.644726;1.800000;1;0.181459
1130;0.031330;0.150000;530.526056;1.800000;1;0.181459
1135;0.031436;0.150000;530.407492;1.800000;1;0.181459
1140;0.032418;0.150000;530.289910;4.350000;1;0.436943
1144;0.032255;0.150000;530.172165;4.350000;1;0.436943
1149;0.032300;0.150000;530.054465;4.350000;1;0.436943
1154;0.030106;0.150000;529.934571;4.350000;1;0.436943
1158;0.031184;0.150000;529.815755;4.350000;1;0.436943
1163;0.030829;0.150000;529.696584;4.350000;1;0.436943
1167;0.030418;0.150000;529.577002;0.000000;1;-0.015153
1172;0.032869;0.000000;529.609872;0.000000;1;-0.015153
1177;0.031918;0.000000;529.641789;0.000000;1;-0.015153
1180;0.000000;0.000000;529.641789;0.000000;1;-0.015153
1185;0.000000;0.000000;529.641789;0.000000;1;-0.015153
1190;0.000000;0.000000;529.641789;0.000000;1;-0.172054
1194;0.000000;0.000000;529.641789;0.000000;1;-0.172054
1199;0.000000;0.000000;529.641789;0.000000;1;-0.172054
1204;0.000000;0.000000;529.641789;0.000000;1;-0.172054
1208;0.000000;0.000000;529.641789;0.000000;1;-0.172054
1213;0.000000;0.000000;529.641789;0.000000;1;-0.172054
1217;0.000000;0.000000;529.641789;0.000000;1;-0.040483
1222;0.000000;0.000000;529.641789;0.000000;1;-0.040483
1227;0.000000;0.000000;529.641789;0.000000;1;-0.040483
1231;0.000000;0.000000;529.641789;0.000000;1;-0.040483
1236;0.000000;0.000000;529.641789;0.000000;1;-0.040483
1240;0.000000;0.000000;529.641789;4.950000;1;1.153006
1244;0.000000;0.150000;529.491789;4.950000;1;1.153006
1249;0.000000;0.150000;529.341789;4.950000;1;1.153006
1254;0.000000;0.150000;529.191789;4.950000;1;1.153006
1258;0.000000;0.150000;529.041789;4.950000;1;1.153006
1263;0.000000;0.150000;528.891789;4.950000;1;1.153006
1268;0.000000;0.150000;528.741789;4.950000;1;1.153006
1272;0.000000;0.150000;528.591789;4.950000;1;1.153006
1277;0.000000;0.150000;528.441789;4.950000;1;1.153006
1281;0.000000;0.150000;528.291789;4.950000;1;1.153006
1286;0.000000;0.150000;528.141789;4.950000;1;1.153006
1290;0.000000;0.150000;527.991789;3.600000;1;0.832076
1295;0.000000;0.150000;527.841789;3.600000;1;0.832076
1299;0.000000;0.150000;527.691789;3.600000;1;0.832076
1303;0.000000;0.150000;527.541789;3.600000;1;0.832076
1308;0.000000;0.150000;527.391789;3.600000;1;0.832076
1313;0.000000;0.150000;527.241789;3.600000;1;0.832076
1317;0.000000;0.150000;527.091789;3.600000;1;0.832076
1322;0.000000;0.150000;526.941789;3.600000;1;0.832076
1327;0.000000;0.150000;526.791789;3.600000;1;0.832076
1331;0.000000;0.150000;526.641789;3.600000;1;0.832076
1336;0.000000;0.150000;526.491789;3.600000;1;0.832076
1341;0.000000;0.150000;526.341789;5.100000;1;0.487488
1345;0.000000;0.150000;526.191789;5.100000;1;0.487488
1350;0.000000;0.150000;526.041789;5.100000;1;0.487488
1354;0.000000;0.150000;525.891789;5.100000;1;0.487488
1357;0.000000;0.150000;525.741789;5.100000;1;0.487488
1361;0.000000;0.150000;525.591789;5.100000;1;0.487488
1366;0.000000;0.150000;525.441789;5.100000;1;0.487488
1370;0.000000;0.150000;525.291789;5.100000;1;0.487488
1374;0.000000;0.150000;525.141789;5.100000;1;0.487488
1378;0.000000;0.150000;524.991789;5.100000;1;0.487488
1383;0.000000;0.150000;524.841789;5.100000;1;0.487488
1387;0.000000;0.150000;524.691789;6.450000;1;0.600357
1391;0.000000;0.150000;524.541789;6.450000;1;0.600357
1395;0.000000;0.150000;524.391789;6.450000;1;0.600357
1399;0.000000;0.150000;524.241789;6.450000;1;0.600357
1404;0.000000;0.150000;524.091789;6.450000;1;0.600357
1408;0.000000;0.150000;523.941789;6.450000;1;0.600357
1412;0.000000;0.150000;523.791789;7.350000;1;0.673005
1416;0.000000;0.150000;523.641789;7.350000;1;0.673005
1419;0.000000;0.150000;523.491789;7.350000;1;0.673005
1424;0.000000;0.150000;523.341789;7.350000;1;0.673005
1428;0.000000;0.150000;523.191789;7.350000;1;0.673005
1432;0.000000;0.150000;523.041789;0.000000;1;-0.174631
1436;0.000000;0.000000;523.041789;0.000000;1;-0.174631
1441;0.000000;0.000000;523.041789;0.000000;1;-0.174631
1445;0.000000;0.000000;523.041789;0.000000;1;-0.174631
1450;0.000000;0.000000;523.041789;0.000000;1;-0.174631
1454;0.000000;0.000000;523.041789;0.000000;1;-0.174631
1459;0.000000;0.000000;523.041789;0.000000;1;-0.019530
1463;0.000000;0.000000;523.041789;0.000000;1;-0.019530
1468;0.000000;0.000000;523.041789;0.000000;1;-0.019530
1473;0.000000;0.000000;523.041789;0.000000;1;-0.019530
1476;0.000000;0.000000;523.041789;0.000000;1;-0.019530
1481;0.000000;0.000000;523.041789;0.000000;1;0.000000
1485;0.000000;0.000000;523.041789;0.000000;1;0.000000
1490;0.000000;0.000000;523.041789;0.000000;1;0.000000
1495;0.000000;0.000000;523.041789;0.000000;1;0.000000
1499;0.000000;0.000000;523.041789;0.000000;1;0.000000
1504;0.000000;0.000000;523.041789;0.000000;1;0.000000
1509;0.000000;0.000000;523.041789;7.350000;1;0.661014
1513;0.000000;0.150000;522.891789;7.350000;1;0.661014
1518;0.000000;0.150000;522.741789;7.350000;1;0.661014
1523;0.000000;0.150000;522.591789;7.350000;1;0.661014
1527;0.000000;0.150000;522.441789;7.350000;1;0.661014
1532;0.000000;0.150000;522.291789;3.450000;1;0.306269
1536;0.000000;0.150000;522.141789;3.450000;1;0.306269
1540;0.000000;0.150000;521.991789;3.450000;1;0.306269
1545;0.000000;0.150000;521.841789;3.450000;1;0.306269
1549;0.000000;0.150000;521.691789;3.450000;1;0.306269
1554;0.000000;0.150000;521.541789;3.450000;1;0.306269
1559;0.000000;0.150000;521.391789;7.350000;1;0.638803
1564;0.000000;0.150000;521.241789;7.350000;1;0.638803
1568;0.000000;0.150000;521.091789;7.350000;1;0.638803
1573;0.000000;0.150000;520.941789;7.350000;1;0.638803
1578;0.000000;0.150000;520.791789;7.350000;1;0.638803
1582;0.000000;0.150000;520.641789;5.700000;1;0.485853
1587;0.000000;0.150000;520.491789;5.700000;1;0.485853
1592;0.000000;0.150000;520.341789;5.700000;1;0.485853
1595;0.000000;0.150000;520.191789;5.700000;1;0.485853
1600;0.000000;0.150000;520.041789;5.700000;1;0.485853
2098;0.000000;0.150000;519.891789;5.700000;1;0.485853
2103;0.131385;0.150000;519.873174;5.700000;1;0.485853
2108;0.124777;0.150000;519.847952;5.700000;1;0.485853
2112;0.122542;0.150000;519.820493;5.700000;1;0.485853
2117;0.123413;0.150000;519.793906;5.700000;1;0.485853
2122;0.131938;0.150000;519.775844;5.700000;1;0.485853
2125;0.190976;0.150000;519.816820;3.600000;1;0.297960
2130;0.196278;0.150000;519.863097;3.600000;1;0.297960
2134;0.186209;0.150000;519.899306;3.600000;1;0.297960
2139;0.185367;0.150000;519.934673;3.600000;1;0.297960
2144;0.192587;0.150000;519.977260;3.600000;1;0.297960
2149;0.196271;0.150000;520.023531;0.000000;1;0.000000
2153;0.184851;0.000000;520.208383;0.000000;1;0.000000
2158;0.195685;0.000000;520.404068;0.000000;1;0.000000
2162;0.192938;0.000000;520.597006;0.000000;1;0.000000
2167;0.190990;0.000000;520.787996;0.000000;1;0.000000
2172;0.185235;0.000000;520.973231;0.000000;1;0.000000
2176;0.184415;0.000000;521.157646;5.100000;1;0.436833
2181;0.184180;0.150000;521.191826;5.100000;1;0.436833
2185;0.260787;0.150000;521.302614;5.100000;1;0.436833
2189;0.261204;0.150000;521.413817;5.100000;1;0.436833
2194;0.261615;0.150000;521.525433;5.100000;1;0.436833
2199;0.257409;0.150000;521.632842;6.000000;1;0.521260
2203;0.241043;0.150000;521.723885;6.000000;1;0.521260
2208;0.252910;0.150000;521.826794;6.000000;1;0.521260
2213;0.253843;0.150000;521.930638;6.000000;1;0.521260
2218;0.252707;0.150000;522.033345;6.000000;1;0.521260
2222;0.252864;0.150000;522.136209;6.000000;1;0.521260
2227;0.244007;0.150000;522.230217;0.000000;1;-0.101643
2231;0.258596;0.000000;522.488813;0.000000;1;-0.101643
2236;0.244485;0.000000;522.733298;0.000000;1;-0.101643
2241;0.254317;0.000000;522.987615;0.000000;1;-0.101643
2244;0.286212;0.000000;523.273827;0.000000;1;-0.101643
2249;0.270061;0.000000;523.543888;0.000000;1;-0.270690
2254;0.273779;0.000000;523.817666;0.000000;1;-0.270690
2258;0.286689;0.000000;524.104355;0.000000;1;-0.270690
2263;0.296648;0.000000;524.401003;0.000000;1;-0.270690
2267;0.292792;0.000000;524.693795;0.000000;1;-0.270690
2272;0.282363;0.000000;524.976158;0.000000;1;-0.270690
2276;0.285544;0.000000;525.261701;0.000000;1;-0.102097
2281;0.288653;0.000000;525.550354;0.000000;1;-0.102097
2285;0.279012;0.000000;525.829366;0.000000;1;-0.102097
2290;0.290575;0.000000;526.119942;0.000000;1;-0.102097
2295;0.273760;0.000000;526.393702;0.000000;1;-0.102097
2299;0.271204;0.000000;526.664906;4.800000;1;0.458138
2303;0.466242;0.150000;526.981148;4.800000;1;0.458138
2308;0.458691;0.150000;527.289839;4.800000;1;0.458138
2312;0.475004;0.150000;527.614843;4.800000;1;0.458138
2317;0.473236;0.150000;527.938079;4.800000;1;0.458138
2322;0.467169;0.150000;528.255248;4.800000;1;0.458138
2326;0.478842;0.150000;528.584091;1.050000;1;0.102839
2331;0.483252;0.150000;528.917343;1.050000;1;0.102839
2335;0.469527;0.150000;529.236870;1.050000;1;0.102839
2340;0.466260;0.150000;529.553130;1.050000;1;0.102839
2345;0.476869;0.150000;529.879999;1.050000;1;0.102839
2349;0.487236;0.150000;530.217235;0.000000;0;0.000000
2354;0.492775;0.000000;530.710010;0.000000;0;0.000000
2358;0.472548;0.000000;531.182559;0.000000;0;0.000000
2362;0.436998;0.000000;531.619557;0.000000;0;0.000000
2367;0.420177;0.000000;532.039733;0.000000;0;0.000000
2371;0.430341;0.000000;532.470074;0.000000;0;0.000000
2376;0.429439;0.000000;532.899513;3.150000;1;0.322988
2381;0.441505;0.150000;533.191018;3.150000;1;0.322988
2385;0.448641;0.150000;533.489659;3.150000;1;0.322988
2390;0.432312;0.150000;533.771970;3.150000;1;0.322988
2395;0.460238;0.150000;534.082208;3.150000;1;0.322988
2400;0.454384;0.150000;534.386593;6.900000;1;0.717548
2404;0.444088;0.150000;534.680681;6.900000;1;0.717548
2409;0.449173;0.150000;534.979853;6.900000;1;0.717548
2414;0.437979;0.150000;535.267832;6.900000;1;0.717548
2418;0.460720;0.150000;535.578552;6.900000;1;0.717548
2422;0.390488;0.150000;535.819040;6.900000;1;0.717548
2427;0.393155;0.150000;536.062195;0.000000;1;-0.087942
2431;0.381883;0.000000;536.444079;0.000000;1;-0.087942
2436;0.388718;0.000000;536.832797;0.000000;1;-0.087942
2441;0.394437;0.000000;537.227235;0.000000;1;-0.087942
2445;0.385242;0.000000;537.612477;0.000000;1;-0.087942
2450;0.373222;0.000000;537.985698;4.650000;1;1.116371
2455;0.392191;0.150000;538.227890;4.650000;1;1.116371
2459;0.365138;0.150000;538.443028;4.650000;1;1.116371
2464;0.372588;0.150000;538.665616;4.650000;1;1.116371
2469;0.391471;0.150000;538.907087;4.650000;1;1.116371
2473;0.386984;0.150000;539.144071;4.650000;1;1.116371
2478;0.366078;0.150000;539.360150;6.300000;1;0.679056
2482;0.271727;0.150000;539.481877;6.300000;1;0.679056
2486;0.284168;0.150000;539.616045;6.300000;1;0.679056
2491;0.296590;0.150000;539.762635;6.300000;1;0.679056
2496;0.293651;0.150000;539.906286;6.300000;1;0.679056
2500;0.292165;0.150000;540.048451;2.700000;1;1.012341
2505;0.280677;0.150000;540.179129;2.700000;1;1.012341
2510;0.271291;0.150000;540.300419;2.700000;1;1.012341
2514;0.294611;0.150000;540.445031;2.700000;1;1.012341
2519;0.296784;0.150000;540.591814;2.700000;1;1.012341
2524;0.284659;0.150000;540.726473;2.700000;1;1.012341
2528;0.293238;0.150000;540.869711;2.700000;1;1.012341
2533;0.289845;0.150000;541.009556;2.700000;1;1.012341
2537;0.032862;0.150000;540.892418;2.700000;1;1.012341
2541;0.030203;0.150000;540.772621;2.700000;1;1.012341
2546;0.030806;0.150000;540.653427;2.700000;1;1.012341
2550;0.030952;0.150000;540.534380;2.700000;1;1.012341
2555;0.032026;0.150000;540.416406;2.700000;1;1.012341
2559;0.031707;0.150000;540.298112;2.700000;1;1.012341
2564;0.030998;0.150000;540.179110;2.700000;1;1.012341
2569;0.031187;0.150000;540.060297;2.700000;1;1.012341
2573;0.030794;0.150000;539.941091;2.700000;1;1.012341
2578;0.030800;0.150000;539.821891;7.050000;1;1.012341
2583;0.032428;0.150000;539.704319;7.050000;1;1.012341
