0;0:0;0;0;0;2
0;0:0;0;0;0;0
123;2:5;68;0;16;0
230;3:53;70;0;16;0
366;6:12;72;0;16;0
457;7:44;73;0;16;0
548;9:17;77;0;17;0
644;10:54;82;0;18;0
729;12:21;72;0;16;0
824;13:57;74;0;17;0
915;15:30;78;0;17;0
1006;17:3;77;0;17;0
1098;18:36;78;0;17;0
1185;20:5;73;0;16;0
1299;22:1;72;0;16;0
1391;23:34;69;0;16;0
1554;2:20;73;0;16;0
2122;11:57;554;0;16;0
2222;13:39;83;0;18;0
2312;15:11;71;0;16;0
2418;16:58;73;0;16;0
2510;18:32;79;0;17;0
2600;20:4;72;0;16;0
2717;22:3;71;0;16;0
2812;23:39;70;0;16;0
2898;1:7;72;0;16;0
3055;3:46;74;0;16;0
3156;5:29;74;0;16;0
3242;6:56;68;0;16;0
3345;8:41;69;0;16;0
3428;10:6;71;0;16;0
3524;11:43;73;0;16;0
3634;13:35;92;0;20;0
3732;15:15;71;0;16;0
3820;16:44;74;0;16;0
3921;18:27;74;0;16;0
4022;20:10;73;0;16;0
4104;21:33;68;0;16;0
4203;23:14;73;0;16;0
4318;1:11;73;0;16;0
4425;2:59;79;0;17;0
4622;6:20;74;0;16;0
4755;8:35;87;0;19;0
4845;10:7;72;0;16;0
4942;11:45;74;0;16;0
5057;13:42;74;0;16;0
5158;15:25;79;0;17;0
5245;16:53;73;0;16;0
5332;18:22;69;0;16;0
5413;19:44;68;0;16;0
5492;21:5;67;0;16;0
5593;22:47;73;0;16;0
5717;0:53;74;0;16;0
5917;4:17;74;0;16;0
6036;6:18;74;0;16;0
6160;8:24;87;0;19;0
6253;9:58;75;0;16;0
6353;11:40;88;0;19;0
6439;13:8;72;0;16;0
6540;14:50;73;0;16;0
6631;16:23;73;0;16;0
6750;18:24;87;0;19;0
6847;20:3;67;0;16;0
6952;21:49;73;0;16;0
7057;23:36;74;0;16;0
7148;1:9;72;0;16;0
7245;2:47;73;0;16;0
7374;4:58;74;0;16;0
7472;6:38;71;0;16;0
7609;8:57;73;0;16;0
7695;10:25;73;0;16;0
7803;12:15;89;0;20;0
7918;14:12;78;0;17;0
8010;15:45;78;0;17;0
8100;17:17;73;0;16;0
8206;19:5;66;0;16;0
8311;20:51;73;0;16;0
8397;22:19;73;0;16;0
8498;0:2;73;0;16;0
8598;1:43;73;0;16;0
8699;3:26;74;0;16;0
8827;5:36;73;0;16;0
8968;8:0;47;0;16;0
9031;9:4;54;0;16;0
9100;10:14;57;0;16;0
9173;11:28;62;0;16;0
9243;12:39;45;0;16;0
9318;13:55;60;0;16;0
9399;15:18;68;0;18;0
9488;16:48;65;0;16;0
9610;18:52;68;0;16;0
9695;20:19;69;0;16;0
9801;22:7;66;0;16;0
9921;0:9;67;0;16;0
10113;3:24;67;0;16;0
10270;6:4;72;0;17;0
10379;7:54;74;0;17;0
10476;9:33;71;0;16;0
10563;11:2;69;0;16;0
10644;12:24;68;0;16;0
10741;14:3;71;0;17;0
10829;15:32;67;0;16;0
10910;16:54;68;0;16;0
10995;18:21;69;0;16;0
11098;20:6;68;0;16;0
11189;21:38;69;0;16;0
11289;23:20;70;0;16;0
11436;1:49;69;0;16;0
11513;3:8;66;0;16;0
11731;6:49;70;0;16;0
11817;8:17;74;0;17;0
11908;9:49;66;0;16;0
12013;11:36;85;0;20;0
12098;13:3;68;0;16;0
12183;14:29;68;0;16;0
12269;15:56;69;0;16;0
12363;17:32;73;0;17;0
12456;19:7;80;0;19;0
12547;20:39;69;0;16;0
12660;22:34;69;0;16;0
12824;1:21;70;0;16;0
12913;2:51;68;0;16;0
13077;5:38;70;0;16;0
13316;9:41;69;0;16;0
13405;11:12;72;0;17;0
13497;12:45;78;0;18;0
13585;14:15;72;0;17;0
13671;15:42;73;0;17;0
13767;17:20;70;0;16;0
13851;18:45;71;0;16;0
13933;20:9;69;0;16;0
14016;21:33;70;0;16;0
14202;0:42;73;0;17;0
14350;3:13;69;0;16;0
14436;4:40;65;0;16;0
14687;8:55;74;0;17;0
14773;10:23;70;0;16;0
14861;11:52;71;0;16;0
14968;13:41;91;0;21;0
15049;15:4;68;0;16;0
15135;16:31;69;0;16;0
15225;18:3;68;0;16;0
15342;20:2;69;0;16;0
15461;22:3;67;0;16;0
15576;0:0;67;0;16;0
15690;1:55;70;0;16;0
