0;0:0;0;0;0;1
0;0:0;0;0;0;0
141;2:23;75;0;17;16
230;3:53;71;0;16;6
370;6:16;77;0;17;0
483;8:11;72;0;16;16
575;9:44;78;0;17;11
680;11:31;91;0;20;13
779;13:12;76;0;18;10
870;14:44;78;0;17;5
955;16:11;71;0;16;10
1052;17:49;73;0;16;8
1153;19:32;88;0;19;15
1244;21:5;73;0;16;8
1335;22:37;73;0;16;41
1423;0:7;66;0;16;13
2098;11:33;559;1;1;2
2172;12:48;74;0;16;5
2267;14:25;78;0;17;10
2354;15:53;73;0;16;11
2454;17:35;73;0;16;6
2546;19:9;78;0;17;28
2646;20:50;73;0;16;32
2755;22:41;67;0;16;32
2899;1:8;73;0;16;32
2991;2:41;74;0;16;32
3169;5:42;73;0;16;32
3294;7:49;73;0;17;34
3373;9:10;67;0;16;32
3461;10:39;74;0;16;32
3579;12:39;92;0;20;40
3670;14:12;72;0;16;32
3755;15:38;72;0;16;32
3847;17:12;73;0;16;32
3949;18:55;74;0;16;32
4036;20:24;74;0;16;32
4130;21:59;68;0;16;32
4341;1:34;73;0;16;32
4447;3:22;74;0;16;32
4535;4:51;74;0;16;32
4622;6:20;74;0;16;32
4781;9:2;76;0;17;34
4873;10:35;74;0;16;32
4960;12:4;73;0;16;32
5066;13:51;92;0;20;40
5158;15:25;74;0;16;32
5245;16:53;73;0;16;32
5336;18:26;69;0;16;32
5421;19:52;68;0;16;32
5510;21:23;69;0;16;32
5634;23:29;78;0;17;34
5744;1:21;74;0;16;32
5880;3:39;73;0;16;32
6059;6:41;73;0;16;13
6150;8:14;73;0;16;14
6247;9:52;78;0;17;21
6348;11:35;83;0;18;31
6448;13:17;81;0;18;36
6535;14:45;73;0;16;32
6621;16:13;72;0;16;32
6713;17:46;73;0;16;32
6809;19:24;83;0;19;38
6915;21:12;72;0;16;32
7002;22:40;73;0;16;32
7103;0:23;74;0;16;32
7290;3:33;73;0;16;32
7446;6:12;72;0;16;1
7532;7:39;73;0;16;10
7632;9:21;73;0;16;20
7723;10:53;77;0;17;26
7812;12:24;72;0;16;28
7913;14:7;73;0;16;32
8010;15:45;78;0;17;34
8109;17:26;77;0;17;34
8199;18:57;67;0;16;32
8302;20:42;73;0;16;32
8452;23:15;73;0;16;32
8566;1:11;72;0;16;32
8782;4:50;78;0;17;3
8879;6:29;75;0;17;2
8968;8:0;40;0;16;7
9027;9:0;53;0;16;19
9103;10:17;64;0;18;25
9176;11:31;62;0;16;27
9242;12:38;44;0;16;31
9320;13:57;60;0;16;32
9394;15:13;61;0;16;32
9469;16:29;65;0;16;32
9557;17:58;67;0;16;32
9646;19:29;73;0;17;34
9728;20:52;69;0;16;32
9907;23:54;67;0;16;32
10128;3:39;67;0;16;31
10247;5:40;69;0;16;0
10359;7:34;70;0;16;10
10443;8:59;71;0;16;20
10544;10:42;75;0;17;26
10624;12:4;67;0;16;27
10739;14:1;76;0;18;36
10822;15:25;66;0;16;32
10908;16:52;73;0;17;34
10993;18:19;73;0;17;34
11092;20:0;78;0;18;36
11235;22:25;70;0;16;32
11339;0:11;74;0;17;35
11622;4:58;68;0;16;0
11706;6:24;68;0;16;2
11853;8:53;95;0;22;24
11956;10:38;74;0;18;26
12044;12:8;76;0;18;30
12126;13:31;69;0;16;32
12211;14:57;68;0;16;32
12292;16:20;69;0;16;32
12377;17:46;68;0;16;32
12463;19:14;73;0;17;34
12549;20:41;69;0;16;32
12644;22:18;74;0;17;34
12744;23:59;69;0;16;32
12885;2:23;68;0;16;32
12966;3:45;68;0;16;27
13052;5:13;69;0;16;0
13275;8:59;68;0;16;20
13370;10:36;74;0;17;25
13468;12:16;77;0;18;31
13554;13:43;68;0;16;32
13632;15:3;66;0;16;32
13714;16:26;69;0;16;32
13810;18:4;69;0;16;32
13903;19:38;70;0;16;32
14007;21:24;70;0;16;32
14103;23:2;69;0;16;32
14215;0:55;69;0;16;32
14307;2:29;68;0;16;32
14400;4:4;67;0;16;15
14476;5:21;63;0;16;0
14587;7:14;68;0;16;8
14678;8:46;78;0;18;20
14760;10:10;69;0;16;21
14851;11:42;70;0;16;27
14937;13:10;69;0;16;32
15024;14:38;74;0;17;34
15105;16:1;68;0;16;32
15200;17:37;69;0;16;32
15281;19:0;68;0;16;32
15363;20:23;69;0;16;32
15483;22:25;69;0;16;32
15573;23:56;68;0;16;32
15654;1:19;69;0;16;32
